id;annotator;c_act_0;c_act_1;c_act_1a_0;c_act_1a_1;c_act_1a_2;c_act_1a_3;c_act_1a_4;c_act_1a_mark_0;c_act_1a_mark_1;c_act_1a_mark_2;c_act_1a_mark_3;c_act_1a_mark_4;c_act_1b_0;c_act_1b_1;c_act_1b_2;c_act_1b_3;c_act_1b_4;c_act_1b_mark_0;c_act_1b_mark_1;c_act_1b_mark_2;c_act_1b_mark_3;c_act_1b_mark_4;c_act_2;c_act_2a_0;c_act_2a_1;c_act_2a_2;c_act_2a_3;c_act_2a_4;c_act_2a_mark_0;c_act_2a_mark_1;c_act_2a_mark_2;c_act_2a_mark_3;c_act_2a_mark_4;c_act_2b_0;c_act_2b_1;c_act_2b_2;c_act_2b_3;c_act_2b_4;c_act_3;c_act_3a_0;c_act_3a_1;c_act_3a_2;c_act_3a_3;c_act_3a_4;c_act_3a_mark_0;c_act_3a_mark_1;c_act_3a_mark_2;c_act_3a_mark_3;c_act_3a_mark_4;c_act_3b_0;c_act_3b_1;c_act_3b_2;c_act_3b_3;c_act_3b_4;c_act_4;c_amp;c_contr;c_emo_1;c_emo_1_mark;c_emo_2a;c_emo_2a_mark;c_emo_2b;c_emo_3;c_mod;c_ne_1_0;c_ne_1_1;c_ne_1_2;c_ne_1_3;c_ne_1_4;c_ne_1_5;c_ne_2_0;c_ne_2_1;c_ne_2_2;c_ne_2_3;c_ne_2_4;c_ne_2_5;c_ne_2_mark_0;c_ne_2_mark_1;c_ne_2_mark_2;c_ne_2_mark_3;c_ne_2_mark_4;c_ne_2_mark_5;c_ne_3_0;c_ne_3_1;c_ne_3_2;c_ne_3_3;c_ne_3_4;c_ne_3_5;c_ne_4_0;c_ne_4_1;c_ne_4_2;c_ne_4_3;c_ne_4_4;c_ne_4_5;c_ne_4_mark_0;c_ne_4_mark_1;c_ne_4_mark_2;c_ne_4_mark_3;c_ne_4_mark_4;c_ne_4_mark_5;c_ne_5_0;c_ne_5_1;c_ne_5_2;c_ne_5_3;c_ne_5_4;c_ne_5_5;c_ne_5_mark_0;c_ne_5_mark_1;c_ne_5_mark_2;c_ne_5_mark_3;c_ne_5_mark_4;c_ne_5_mark_5;c_ne_6_0;c_ne_6_1;c_ne_6_2;c_ne_6_3;c_ne_6_4;c_ne_6_5;c_ne_7_0;c_ne_7_1;c_ne_7_2;c_ne_7_3;c_ne_7_4;c_ne_7_5;c_pe_1_0;c_pe_1_1;c_pe_1_2;c_pe_2_0;c_pe_2_1;c_pe_2_2;c_pe_2_mark_0;c_pe_2_mark_1;c_pe_2_mark_2;c_pe_3_0;c_pe_3_1;c_pe_3_2;c_pe_4_0;c_pe_4_1;c_pe_4_2;c_pe_4_mark_0;c_pe_4_mark_1;c_pe_4_mark_2;c_pe_5_0;c_pe_5_1;c_pe_5_2;c_refc;c_refn;c_topic;c_usmod
3635;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3636;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;1;;;;;;Flüchtlingen,;;;;;;2;;;;;;99;;;;;;Mit  den  Flüchtlingen,  die  zu  uns  feiern  kommen  mit  ihnen  kommen  auch  die  Probleme.;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;4;1
3637;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;99;0;;;;;;;2;;;;;;13;;;;;;Foristen;;;;;;99;;;;;;3;;;;;;aber  der  Punkt  ist  der:  noch  immer  herrscht  Krieg  in  Syrien,  hunderttausende  Wohnungen  sind  ein  Trümmerfeld  (keine  Ahnung  ob  Sie  die  Videos  aus  den  zerbombten  Wohngebieten  kennen,  aber  da  ist  einfach  nichts  mehr)  nur  ein  Bruchteil  der  Leidtragenden  klopfte  an  europäische  Türen  noch  immer  terrorisieren  die  Taliban  Afghanistan  und  haben  mittlerweile  sogar  ziemlich  Erfolg  damit  zwischenzeitlich  gab  es  eine  Dürre  in  Ostafrika,  die  eine  Hungerkatastrophe  mit  vielen  tausend  Toten  nach  sich  zog  und  es  besteht  das  Risiko,  dass  sich  dies  nicht  bessert  noch  immer  ist  Libyen  nicht  stabil  noch  immer  sitzen  Foristen  hier  vor  ihrem  Monitor,  in  Sicherheit,  Wärme,  Wohlsta;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;2;1
3638;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;4;1
3639;4;1;;1;;;;;Wir  müssen  auf  jeden  Fall  helfen  und  das  tun  wir  auch.  Aber  keinesfalls  durch  Masseneinwanderung.;;;;;;;;;;;;;;;;99;;;;;Wir;;;;;2;;;;;;99;;;;;Viele  Gesellschaften;;;;;2;;;;;;0;6;0;;;;;;;1;1;1;;;;13;1;99;;;;sie;Masseneinwanderung.;Viele  Gesellschaften;;;;1;2;2;;;;2;99;20;;;;Wohlstand  ist  in  Deutschland  nicht  so  weit  verbreitet  wie  sie  hier  vormachen.;Aber  keinesfalls  durch  Masseneinwanderung.  Da  bin  ich  strikt  dagegen.  Ich  will  dass  Deutschland  seinen  kulturellen  Charakter  behält  und  denke  wir  haben  auch  das  Recht  dazu.;Viele  Gesellschaften  religiöse  Indoktrinierung.  sind  komplett  dysfunktional,  teilweise  auch  durch  die  starke;;;;99;3;99;;;;;Deutschland  wir;Gesellschaften;;;;0;0;0;;;;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;1;1
3640;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;99;;;;;;13;;;;;;sie;;;;;;1;;;;;;3;;;;;;haben  sie  die  Jahre  nach  2015  verbracht?  Deutschland  sicher  nicht.  Wo;;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3641;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;99;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;4;1
3642;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3643;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;223;;;;;;UN;;;;;;2;;;;;;99;;;;;;Die  UN  hat  die  Gelder  für  die  Hilfsorganisationen  gekürzt,  welche  die  Flüchtlingslager  im  Nahen  Osten  und  in  Afrika  betrieben  haben.  Dadurch  konnten  die  Leute  in  diesen  Lagern  nicht  mehr  ausreichend  versorgt  werden,  und  machten  sich  auf  dahin,  wo  sie  versorgt  werden  konnten.;;;;;;1;;;;;;Leute  in  diesen  Lagern;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;1;1
3644;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;99;0;;;;;;;1;;;;;;6;;;;;;Muslime  in  Deutschland  kulturellen  Einflüsse  aus  dem  Islam;;;;;;2;;;;;;20;;;;;;der  Muslime  in  Deutschland  steigt  und  damit  auch  die  Daraus  folgt  ganz  banal,  das  dies  massive  Einflüsse  auf  die  Auswirkungen  Entwicklung  unserer  Kultur  haben  wird.  Und  ich  sehe  die  kulturellen  auf  Einflüsse  aus  dem  Islam  nicht  positiv  die  Kultur  und  die  Gesellschaft.  Das  der  Anteil;;;;;;12;;;;;;unserer;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;5;1
3645;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;99;;;;;;13;;;;;;;;;;;;1;;;;;;30;;;;;;"""Wenn  ich  die  Oststraße  ab  Hohenzollernstraße  runtergehe,  sehe  ich  auch  Monokultur,  da  die  spricht  man  anstatt  westfälisch  japanisch,  und  das  schon  seit  mehr  Sonnenallee  als  30  Jahren.  Stört  sich  keiner  dran,  im  Gegenteil,  gilt  beginnend  als  totaler  Geheimtipp  in  Sachen  Urlaub.  Das  alleine  scheint  also  ab  kein  Problem  zu  sein  Hermannsplatz  runtergehe""  Wenn  ich";;;;;;99;;;;;;;;;;;;0;;;;;;0;;;;;;1;;;99;;;Monokultur,;;;2;;;99;;;sehe  ich  auch  Monokultur,  da  spricht  man  anstatt  westfälisch  japanisch,  und  das  schon  seit  mehr  als  30  Jahren.  Stört  sich  keiner  dran,  im  Gegenteil,  gilt  als  totaler  Geheimtipp  in  Sachen  Urlaub.;;;0;;;2;0;4;1
3646;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;1;1
3647;4;1;1;1;3;;;;Jetzt  muss  die  EU  sich  solidarisch  mit  Griechenland  zeigen  und  das  Land  mit  Personal,  Geld  und  Waffen  unterstützen.  Das  darf  Europa  nicht  zulassen.;Der  Türkei  müssen  alle  Mittel  gestrichen  werden,  alle  Verhandlungen  soweit  es  diese  noch  gibt  müssen  auf  Eis  gelegt  werden  und  die  Waffenverkäufe  müssen  sofort  gestoppt  werden.;;;;;;;;;;;;;;;223;223;;;;;die  EU;;;;2;2;;;;;224;224;;;;;Griechenland  Türkei;;;;2;2;;;;;0;0;0;;;;;;;1;;;;;;225;;;;;;Erdogan;;;;;;1;;;;;;99;;;;;;Erdogan  benutzt  Migranten  als  Waffe.;;;;;;1;;;;;;Migranten;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3648;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3649;4;1;;2;;;;;denke  manchmal,  der  Asylsuchende  sollte  eine  Bringepflicht  haben  bei  dem  Nachweis  seiner  Herkunft  und  des  Asylgrundes.  Wenn  das  nach  einer  Frist  nicht  geklärt  ist  -Ablehnung.  Klar,  Ich;;;;;;;;;;;;;;;;1;;;;;Asylsuchende;;;;;2;;;;;;1;;;;;Asylsuchende;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;1;1
3650;4;1;;1;;;;;Kanzlerit  Merkel  Kanzlerit  Merkel  sollte  endlich  den  Wunsch  von  87%  der  Bevölkerung  muss  umsetzen,  die  sich  in  der  letzten  Bundestagswahl  für  offene  Grenzen  endlich  und  bedinungslose  Migration  entschieden  haben.  den  von  ihrer  Regierung  federführend  verfassten  Global  Compact  for  Safe,  Orderly  and  Regular  Migration  umsetzen,  Das  heißt,  den  Flüchtlingen  muss  die  Möglichkeit  gegeben  werden,  sicher  und  geordnet  in  diese  Länder  zu  gelangen  und  dort  grundversorgt  zu  werden.  Dahingehend  sollte  Kanzlerit  Merkel  endlich  eine  Luftbrücke  einrichten,  Flüchtlinge  nach  Deutschland  zu  holen.;;;;;;;;;;;;;;;;211;;;;;Kanzlerit  Merkel  Kanzlerit  Merkel  Kanzlerit  Merkel;;;;;1;;;;;;1;;;;;Flüchtlingen  Flüchtlinge  Flüchtlinge;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3651;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;;;;;;1;;;;;;Flüchtlinge?;;;;;;2;;;;;;[2, 5];;;;;;Flucht  kein  Asylgrund.  Es  gibt  vor  schon  genug  Leute  die  in  unserem  Sozialsystem  abtauchen,  da  braucht  vermeintlicher  es  keine  Verstärkung  mehr.  Armut  ist  Wirtschaftsmigration  und  das  ist;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;8;1
3652;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;2;;;;;3;13;;;;;Deutschland;ihr  Beitrag;;;;;2;1;;;;;20;2;;;;;überbevölkert,  zugebaut.  Noch  mehr  Menschen  machen  das  nicht  besser.  schon  massiv;Ich  denke  ihr  Beitrag  ist  Ironie..;;;;;0;0;;;;;;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;8;1
3653;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3654;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;0;99;1
3655;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;99;1
3656;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3657;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;13;;;;;;;;;;;;1;;;;;;2;;;;;;insofern  nichtssagend.  das  ist  doch  nicht  mehr  aktuell  und;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3658;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3659;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;13;;;;;;;;;;;;1;;;;;;3;;;;;;Ach,  das  gegen  jegliche  Form  des  Klimaschutzes  ausgesprochen  haben  (9%  Grüne)  und  war  91%  gegen  Sozialleistungen  (9%  Linke)  ?  diese  Wahl,  wo  sich  91%  der  Bürger;;;;;;0;;;;;;;;;;;;1;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;0;99;1
3660;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;1;1;;;;;224;1;;;;;Tuerkei;Migrantenstrom;;;;;2;2;;;;;4;[4, 7];;;;;;"Die  Tuerkei  sondern  gezielt  arrangiert.  Uns  so  lange  ist  die  erste  hat  Welle  nicht  her,  dass  die  Erinnerung  an  die  Versuche,  die  den  Grenzanlagen  gewaltsam  zu  stuermen,  verblichen  ist.  Migrantenstrom  ins  Grenzgebiet  nicht  nur  ""gebilligt""";;;;;0;0;;;;;;;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;2;1
3661;2;1;;3;;;;;Man  sollte  maßgeblich  an  dem  Migrantenstrom  beteiligt  war.  untersuchen  ob  die  Türkei  nicht  auch  schon  2015;;;;;;;;;;;;;;;;99;;;;;;;;;;99;;;;;;224;;;;;Türkei;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;1;1
3662;2;1;;1;;;;;betrifft  nicht  nur  den  einzelnen  Hausbesitzer,  sondern  auch  die  Firmen  und  Staaten.  Der  Reichtum,  aus  der  Ausbeutung  der  Ärmsten,  ist  Die  nicht  Sache  des  Privaten  sondern  der  Weltgemeinschaft.  Der  erste  Schritt  Reichen  der  Humanität  wäre  das  freie  Niederlassungsrecht.  müssen  endlich  Verantwortung  übernehmen.  Das;;;;;;;;;;;;;;;;99;;;;;Hausbesitzer,  Firmen  Staaten.  Die  Reichen;;;;;2;;;;;;99;;;;;der  Ärmsten,;;;;;2;;;;;;0;1;0;;;;;;;1;;;;;;99;;;;;;Die  Reichen;;;;;;2;;;;;;4;;;;;;Der  Reichtum,  aus  der  Ausbeutung  der  Ärmsten,  ist  Die  nicht  Sache  des  Privaten  sondern  der  Weltgemeinschaft.  Reichen  müssen  endlich  Verantwortung  übernehmen.;;;;;;99;;;;;;Ärmsten,;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3663;2;1;;1;;;;;Jeder  sollte  sich  in  Deutschland  niederlassen  dürfen!;;;;;;;;;;;;;;;;3;;;;;Deutschland;;;;;2;;;;;;1;;;;;Jeder;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;13;;;Sie;;;1;;;30;;;haben  Recht!  Jeder  sollte  sich  in  Deutschland  niederlassen  dürfen!  Sie;;;0;;;1;4;1;1
3664;2;1;;2;;;;;So  wie  dort  die  Bevölkerung  ausgebeutet  wird,  kann  es  nicht  weitergehen.  reichen  Herrscherclans  in  Afrika;;;;;;;;;;;;;;;;225;;;;;Herrscherclans  in  Afrika;;;;;2;;;;;;111;;;;;Bevölkerung;;;;;2;;;;;;0;0;0;;;;;;;1;;;;;;225;;;;;;Herrscherclans  in  Afrika;;;;;;2;;;;;;4;;;;;;So  wie  dort  die  Bevölkerung  ausgebeutet  wird,  kann  es  nicht  weitergehen.  reichen  Herrscherclans  in  Afrika;;;;;;111;;;;;;Bevölkerung;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;4;99;1
3665;2;1;;2;;;;;sogenannten  Entwicklungsländer  damit  Verantwortung,  für  dringend  nötig,  dass  die  Herkunftsländer  daran  ihre  erinnert  werden,  dass  sie  für  das  Wohl  ihrer  Bürger  verantwortlich  Bürger  sind,  und  die  Verantwortung  auch  wahrnehmen.  zu  übernehmen.  Wann  beginnen  auch  die;;;;;;;;;;;;;;;;224;;;;;Herkunftsländer;;;;;2;;;;;;111;;;;;ihrer  Bürger;;;;;2;;;;;;0;9;0;;;;;;;1;1;;;;;225;1;;;;;Entwicklungsländer  korrupten  Staatsführungen;Migration;;;;;2;2;;;;;[1, 4];1;;;;;für  die  meist  korrupten  Staatsführungen  lohnender,;sogenannten  Menschen  haben  häufig  resigniert.  Die  Migration  ist  nicht  nur  für  Entwicklungsländer  die  europäischen  Staaten  ein  Problem,  sondern  auch  für  die  Herkunftsländer,  damit  da  in  erster  Linie  die  Menschen  weggehen,  die  was  bewegen  Verantwortung,  könnten.  In  Europa  verfügen  sie  aber  nicht  über  die  nötige  für  Ausbildung.  ihre  sie  für  das  Wohl  ihrer  Bürger  verantwortlich  Bürger  sind,  und  die  Verantwortung  auch  wahrnehmen.  zu  übernehmen.  Wann  die  Leute  ziehen  zu  beginnen  lassen,  schliesslich  kommen  so  Milliarden  an  Überweisungen  aus  Europa  zurück  auch  und  alle  Leute,  die  über  Inittiative  verfügen  sind  weg  und  die  somit  für  die  Regierung  nicht  mehr  gefährlich  und  die  zurückgebliebenen;;;;;111;224;;;;;ihre  Bürger;europäischen  Staaten  Herkunftsländer,;;;;;0;0;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;1;1
3666;2;1;;2;;;;;Dann  aber  auch  für  sich  selbst  sorgen  müssen!;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;99;;;;;;;;;;99;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;2;4;7;1
3667;2;1;;2;;;;;dann  sollten  dieses  EU  Land  auch  die  Folgen  der  eigenen  Politik  tragen.  Und  daher  sollten  die  Migranten  auch  jeweils  in  das  EU  Land  gehen  dürfen  in  das  sie  wollen.  Denn  der  Pullfaktor  dieses  Landes  hat  sie  ja  an  die  EU  Außengrenze  gebracht.  Und;;;;;;;;;;;;;;;;1;;;;;Migranten;;;;;2;;;;;;224;;;;;EU  Land;;;;;2;;;;;;0;0;0;;;;;;;2;;;;;;223;;;;;;EU;;;;;;2;;;;;;1;;;;;;Wenn  die  EU  dann  sollten  dieses  EU  Land  auch  die  Folgen  der  eigenen  in  Politik  tragen.  Eigenverantwortung.  Und  alles  andere  wird  auch  die  EU  die  weiter  spalten.  EU  kommt,  dann  entscheidend  Erdogan  darüber.  EU  nicht  entscheidet  wer  über  die  Außengrenze  der  Und;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3668;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3669;2;2;;;;;;;;;;;;2;;;;;Wenn  das  dann  aus  Deutschland?  jetzt  ewig  so  weiter  gehen  sollte,  was  wird;;;;;;99;;;;;;;;;;99;;;;;;3;;;;;Deutschland?;;;;;2;;;;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3670;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3671;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3672;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3673;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;2;;;;;;223;;;;;;;;;;;;2;;;;;;1;;;;;;Griechenland  wird  allein  gelassen,  und  das  ist  so  sicher,  wie  das  Amen  in  der  deutschen  katholischen  Kirche.;;;;;;224;;;;;;Griechenland;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;4;1;1
3674;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
