id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
2688;Pas de quoi casser 3 pattes à un canard..;user_201;;r1_article_2508;r1_article_2508;r1_comment_8502;ripostelaique;12;comment;2;41;8;1;
2689;vous avez raison, la dhimmitude et la taquiya enseignée clairement;user_15;;r1_article_2508;r1_comment_8502;r1_comment_8503;ripostelaique;12;reply;3;66;9;1;1
2690;En effet avec des gens tels que vous la charia à un bel avenir.;user_153;;r1_article_2508;r1_comment_8502;r1_comment_8504;ripostelaique;12;reply;3;63;13;1;2
2691;Mais on y a recensé douze morts il y a juste cinq ans.;user_122;;r1_article_2508;r1_comment_8502;r1_comment_8505;ripostelaique;12;reply;3;54;12;1;3
2692;https://ripostelaique.com/devant-la-lachete-de-macron-les-racailles-font-regner-leur-loi.html;user_none;2020-04-20 19:05:57;r1_article_2514;;r1_article_2514;ripostelaique;12;article;1;9346;1493;0;
2693;Y have a dream !! un lâcher du Macron dans les zones qu’il protège ! Un vrai bonheur .;user_57;;r1_article_2514;r1_article_2514;r1_comment_8577;ripostelaique;12;comment;2;86;18;46;
2694;A Revenge , je suis la belle au bois dormant , bien reçu votre msge , mais pouvez vous me dire sur quel article vous m’avez répondu ? le temps passe si vite !;user_57;;r1_article_2514;r1_article_2514;r1_comment_8578;ripostelaique;12;comment;2;158;33;45;
2695;Dans l’armée on appelle ça une couille molle !!!! mais c’est vrai que ce guignol qui aime bien jouer la folle du régiment en se déguisant en aviateur sait bien que le ridicule ne tue pas dans ce pays et pour cause …sinon il y a bien longtemps qu’il aurait disparu ou fini sur un rail avec du goudron et des plumes !!!! Il n’y a qu’à comparer comment l’Allemagne gère la pandémie du coronavirus sur son territoire pour comprendre l’incurie du personnage pour rester correct !!!!! cela étant un peuple a les gouvernants qu’il mérite en les élisant …à méditer pour la suite …..;user_922;;r1_article_2514;r1_article_2514;r1_comment_8579;ripostelaique;12;comment;2;574;104;44;
2696;Les policiers anglais ont désormais le droit de percuter une moto en fuite pour faire tomber son conducteur et le capturer. En France, ce sont les policiers qui se font caillasser, tirer dessus, à la kalach ou au mortier … Au moins les English ne sacrifient pas leurs citoyens et leurs policiers à la cause de l’islam mondialiste. Quand nos policiers dont on admire le courage et le sang froid en auront assez d’être insultés, méprisés, , peut-être se « rebifferont-ils » contre castaner, macron, belloubet et cette clique de technocrates apatrides?;user_183;;r1_article_2514;r1_article_2514;r1_comment_8580;ripostelaique;12;comment;2;549;91;43;
2697;et on n’a pas encore dénombré un seul de ces envahisseurs eborgné ou massacré ou racketté par les putes a mac-ronds !;user_167;;r1_article_2514;r1_article_2514;r1_comment_8581;ripostelaique;12;comment;2;117;21;42;
2698;sur le net , on suit l avalanche d attaques des muzzs decerebres et degeneres contre policiers et pompiers . a un moment ou a un autre , il y aura un ou des morts parmi eux … et comme d habitude , le gouvernement nous dira qu il faut apprendre a vivre avec ! on en arrive a souhaiter un soulevement general des cpf dans les banlieues pour obliger le pouvoir a reprimer violemment et a les calmer ou les REBLEDER !;user_7;;r1_article_2514;r1_article_2514;r1_comment_8582;ripostelaique;12;comment;2;413;82;41;
2699;Je réside assez souvent au Sultanat d’OMAN (Félix arabia) un à deux mois par an depuis 12 ans (Visa de tourisme obligatoire malgré une entreprise locale), je n’ai jamais vu une voiture brûler, même pour le réveillon du nouvel an (Oui là bas ils fêtent le nouvel an avec les étrangers qui résident dans ce pays (Mais uniquement pour travailler, dès que le contrat de travail est terminé, on doit quitter le pays) Il existe également une possibilité de VISA TOURISTIQUE, mais attention pas question de dépasser d’un jour sinon vous êtes immédiatement arrêté, et mis dans l’avion manu militari Je n’ai jamais vu ni constaté la moindre incivilité, ni un manque de respect de jeunes Omanais;user_218;;r1_article_2514;r1_article_2514;r1_comment_8583;ripostelaique;12;comment;2;685;116;40;
2700;Eh oui !!!! Les fieffés pandores pilotés par le joueur de poker ministériel préfèrent verbaliser un vigneron se rendant au chevet de son père mourant (Cf. infos) ou un couple faisant l’amour sans contaminer autrui dans une voiture sur un parking désert en jouant ainsi les voyeurs plutôt que d’affronter et de mater la racaille au nom des mêmes principes républicains pour faire respecter un confinement des banlieues!;user_270;;r1_article_2514;r1_article_2514;r1_comment_8584;ripostelaique;12;comment;2;418;67;39;
2701;Ce n’est pas de la lâcheté,mais une volonté,de la part de macron.;user_550;;r1_article_2514;r1_article_2514;r1_comment_8585;ripostelaique;12;comment;2;65;11;38;
2702;100% d’accord;user_167;;r1_article_2514;r1_comment_8585;r1_comment_8586;ripostelaique;12;reply;3;13;1;38;1
2703;Paroles de St Michel Archange à Jeanne d’Arc alors que la France paraissait perdue, entre la folie de son roi et l’invasion anglaise : « Il y a grande pitié au Royaume de France ».;user_219;;r1_article_2514;r1_article_2514;r1_comment_8587;ripostelaique;12;comment;2;180;34;37;
2704;En 1957, les paras français de Massu et Bigeard ont parfaitement réussi à juguler la casba dans Alger, Ca a barder ferme avec le résultat que l’on sait !…..quant on veut, ON PEUT !….encore faut il avoir des dirigeants avec des couilles et les cadres militaires pour oser le faire !;user_1185;;r1_article_2514;r1_article_2514;r1_comment_8588;ripostelaique;12;comment;2;281;50;36;
2705;C’était il y a plus de 60 ans, plus rien à voir. Aujourd’hui la france, c’est la cage aux folles et les racailles l’ont bien compris.;user_956;;r1_article_2514;r1_comment_8588;r1_comment_8589;ripostelaique;12;reply;3;133;25;36;1
2706;eh man ! meme en 2020 tout le monde n’est pas PD ! vu ! 1 homme un vrai couillu vaut 50 PD ! alors le défaitisme mets le toi tu sais ou !;user_167;;r1_article_2514;r1_comment_8589;r1_comment_8590;ripostelaique;12;reply;3;137;33;36;2
2707;Tant que les connards de français voteront pour des lèchent babouches, la France sombrera dans l’ornière de la guerre. Des politiques vendus aux islamistes pour être élu. Français réveillez vous avant la mort de nôtre pays. Les citoyens travaillent pour entretenir toute cette crasse imposée par les équipes gouvernementales qui se suivent et pratiquent la même politique. Notre pays sombre dans la guerre et personne ne bouge.;user_220;;r1_article_2514;r1_article_2514;r1_comment_8591;ripostelaique;12;comment;2;427;66;35;
2708;eh ben ça prouve que t’es pas français sinon tu te met dans le lot des « connards » ? toi tu bouges ?? tu fais quoi mis a part des coms défaitistes derrière un clavier ? alors tous avec les gilets jaunes l’union fait la force !;user_167;;r1_article_2514;r1_comment_8591;r1_comment_8592;ripostelaique;12;reply;3;227;47;35;1
2709;A part en France, y a-t-il d’autres pays où les policiers sont obligés par leur hiérarchie à vouvoyer des racailles et à les appeler Monsieur tout en étant tutoyés et abreuvés d’insultes grossières et de menaces de mort ?;user_2;;r1_article_2514;r1_article_2514;r1_comment_8593;ripostelaique;12;comment;2;221;38;34;
2710;Eddy K @Y a qu’ a France ,même les muzz de Belgique sont des agneaux à côté de vos racailles fronçaise .Jamais j n’ai entendu de muzzs cracher ,caillaser ( rarement) des policiers,attaquer les plombiers,bloquer les rues pour prier.Touche un flic en Belgique et tu verras une traque sans relâche ,les policiers belges ne baissent pas leur froc face à la racaille muzz.Un jeune muzz en mobylette a voulut fuir un contrôle de police et s n’est tué1 à 2 jours d émeutes pas plus, la plupart de débiles émeutiers muzzs ont été arrêtés .;user_50;;r1_article_2514;r1_comment_8593;r1_comment_8594;ripostelaique;12;reply;3;531;94;34;1
2711;LAURENT OBERTONE, LE GRAND ENTRETIEN : « CETTE CRISE SANITAIRE EST UNE FAILLITE ABSOLUE DE L’ETAT » (VIDEO) ;user_18;;r1_article_2514;r1_article_2514;r1_comment_8595;ripostelaique;12;comment;2;108;18;33;
2712;60 ans de propagande socialo – communiste, d’absence de fermeté judiciaire. 60 ans d’ignorance en ethno psychologie et d’incompétence en analyse des mœurs culturels étrangers, entrainant 60 ans d’ échec de l’immigration arabo-africaine, et de faillite de l’éducation civique et de l’enseignement cognitif. 60 ans de culpabilisation médiatisée et politisée entretenue par la gauche, 60 ans de dépenses sociales sans résultats positifs, et à présent propagation de l’hystérie islamiste dans cette même population aux relations humaines névrosées, anti républicaine, anti discipline, anti ordre, anti lois sociales… La France sera détruite de l’intérieur d’ici 40 ans, par l’insouciance, le déni et l’ inconscience des français eux mêmes.;user_912;;r1_article_2514;r1_article_2514;r1_comment_8596;ripostelaique;12;comment;2;735;105;32;
2713;ça pourrait mème encore faire 100 ans que les pires choses ont une fin ! le vent se lève et la roue tourne !;user_167;;r1_article_2514;r1_comment_8596;r1_comment_8597;ripostelaique;12;reply;3;108;23;32;1
2714;Le RAID découvre un arsenal au domicile d’un fiché S TUNISIEN , il n’est pas arrêté ;user_18;;r1_article_2514;r1_article_2514;r1_comment_8598;ripostelaique;12;comment;2;84;16;31;
2715;La police abandonnée par l’État ? Moui….En revanche, la police, elle, elle ne nous oublie pas, nous verbalise et nous fait la morale. A copieusement tapé sur les GJ. Alors quand je n’aurai plus rien ni personne sur qui pleurer, je verrai s’il me reste un peu de temps pour étudier leur cas, à ces policiers, je les trouve dans certaines circonstances, en face du gaulois particulièrement zélés. On leur dit d’agir avec » discernement » ils ne savent même pas ce que ça signifie.;user_33;;r1_article_2514;r1_article_2514;r1_comment_8599;ripostelaique;12;comment;2;478;84;30;
2716;Charlotte d’Ornelas : « C’ est une guerre des territoires qui se déroule hors confinement , ne fait que les renforcer[…] (VIDEO);user_18;;r1_article_2514;r1_article_2514;r1_comment_8600;ripostelaique;12;comment;2;128;21;29;
2717;Comment se sortir de cet enlisement ? Certains pays ne prennent pas de gants avec les racailles, balles réelles pour calmer les fouteurs de m….;user_221;;r1_article_2514;r1_article_2514;r1_comment_8601;ripostelaique;12;comment;2;143;24;28;
2718;Les policiers, au lieu de tabasser sur ordre, les manifestants pacifiques doivent mettre le gouvernement au pied du mur, et tirer sur la racaille qui commet des actes pour tuer. Bon dieu mais dans quel pays sommes nous. Il va falloir qu’un jour la population pour ne pas se faire assassiner, se défende elle même.;user_229;;r1_article_2514;r1_article_2514;r1_comment_8602;ripostelaique;12;comment;2;313;54;27;
2719;La plupart des FO font où on leur dit de faire, tenus en laisse. C’est leur mission. Leur miction aussi. Surveillez les lampadaires…;user_47;;r1_article_2514;r1_comment_8602;r1_comment_8603;ripostelaique;12;reply;3;132;22;27;1
2720;Ou le fond de leur pantalon !!!;user_57;;r1_article_2514;r1_comment_8603;r1_comment_8604;ripostelaique;12;reply;3;31;6;27;2
2721;Ça serait la solution, ils aimeraient bien, mais rien qu’en ouvrant une portière de voiture pour sanctionner une vermine, ils se prennent une plainte de la famille sous perfusion de la CAF, tres certainement comme tous ces français de « papier »;user_221;;r1_article_2514;r1_comment_8602;r1_comment_8605;ripostelaique;12;reply;3;245;41;27;3
2722;Voilà un texte qui fait le bilan de toutes les dérives des autorités, un laxisme qui frise une attitude criminelle, puisque la première mission du pouvoir est d’assurer la sécurité de tous. Honte sur le pouvoir qui laisse la population sans défense . . . . pour l’instant ! Et quand des milices armées se formeront, afin de défendre les Français, certains joueront les grands étonnés, scandalisés : pauvres salauds !;user_1;;r1_article_2514;r1_article_2514;r1_comment_8606;ripostelaique;12;comment;2;416;70;26;
2723;Quel est le pays où un malfrat a le droit de porter plainte contre la police ?;user_940;;r1_article_2514;r1_article_2514;r1_comment_8607;ripostelaique;12;comment;2;78;16;25;
2724;Émeutes dans les banlieues: résignés, les policiers s’attendent au pire ;user_18;;r1_article_2514;r1_article_2514;r1_comment_8608;ripostelaique;12;comment;2;72;10;24;
2725;https://francais.rt.com/france/74273-feux-projectiles-deuxieme-nuit-sous-tension-villeneuve-la-garenne;user_18;;r1_article_2514;r1_comment_8608;r1_comment_8609;ripostelaique;12;reply;3;102;0;24;1
2726;https://francais.rt.com/france/74301-troisieme-nuit-violences-contre-police-ile-de-france;user_18;;r1_article_2514;r1_comment_8609;r1_comment_8610;ripostelaique;12;reply;3;89;0;24;2
2727;"« La peur est la plus terrible des passions parce qu’elle fait ses premiers effets contre la raison ; elle paralyse le coeur et l’esprit. » ANTOINE DE RIVAROL";user_54;;r1_article_2514;r1_article_2514;r1_comment_8611;ripostelaique;12;comment;2;158;28;23;
2728;J’aimerais connaître le coût de toutes ces poubelles qui sont systématiquement remplacées par des neuves Depuis le temps on aurait pu les remplacer par des poubelles en acier réfractaire de 5 m/m d’épaisseur et de 4 à 500kg et sans roulette ,seulement manoeuvrable par un engin spécifique . Ou bien ne plus leur mettre de poubelles tout simplement. Ainsi plus d’intervention sur les feux de poubelles.;user_222;;r1_article_2514;r1_article_2514;r1_comment_8612;ripostelaique;12;comment;2;401;65;22;
2729;De toute façon, ces pouilleux ne vivent que dans la merde, venant eux même des égouts, ca devrait pas trop les gêner !;user_1185;;r1_article_2514;r1_comment_8612;r1_comment_8613;ripostelaique;12;reply;3;118;22;22;1
2730;Je les appellee moi aussi…. » des residus de gourbis »;user_875;;r1_article_2514;r1_comment_8613;r1_comment_8614;ripostelaique;12;reply;3;54;10;22;2
2731;Philippe Vardon : « Tout est prétexte à l’émeute, à l’embrasement et aux attaques contre les forces de l’ordre » (AUDIO);user_18;;r1_article_2514;r1_article_2514;r1_comment_8615;ripostelaique;12;comment;2;120;20;21;
2732;Composer, discuter, calmer le jeu, comprendre, pardonner, ne pas stigmatiser, ne pas faire d’amalgames, payer, tout ceci est pris par cette communauté islamisée pour des aveux de faiblesse. Ils ne connaissent que la répression et au lieu de çà on leur offre notre compassion. La seule issue face à ce fléau sera la guerre sinon nous deviendront tous des esclaves comme aux temps des barbaresques!;user_139;;r1_article_2514;r1_article_2514;r1_comment_8616;ripostelaique;12;comment;2;396;64;20;
2733;Je crois que pour ce ramadan, nous allons assister à des scènes Bibliques (si j’ose dire) : le déboulé nocturne de cortèges venant des ZUS dans les centre-ville « zone orange » déserts et confinés, façon fantasia chez les ploucs, avec attaque de commissariats, mairies brûlées etc…;user_372;;r1_article_2514;r1_article_2514;r1_comment_8617;ripostelaique;12;comment;2;281;46;19;
2734;je le crains aussi, mais même avec la plus évidente preuve, le gvt ne bougera jamais, leur » paix sociale » on va la voir dans quelques jours, sauf que pas plus que les troubles, ou émeutes dans les banlieues on n’entend parler dans les médias officiels, il en sera de même pour le ramadan. On entend bien dire certains syndicats de police dire que le confinement est bien respecté dans les cités.;user_33;;r1_article_2514;r1_comment_8617;r1_comment_8618;ripostelaique;12;reply;3;397;72;19;1
2735;nos policiers, l’Etat les a diversifiés et marxisés, sinon les gendarmes ne se comporteraient en parfaits abrutis quand il s’agit du confinement;user_181;;r1_article_2514;r1_article_2514;r1_comment_8619;ripostelaique;12;comment;2;144;21;18;
2736;La France est en train de cramer comme le toit de Notre-Dame et les m�dias se contentent du bilan quotidien de Salomon : http://www.fdesouche.com/1365075-les-emeutes-et-violences-urbaines-ville-par-ville-durant-la-nuit-du-19-au-20-avril-2020;user_32;;r1_article_2514;r1_article_2514;r1_comment_8620;ripostelaique;12;comment;2;241;23;17;
2737;toujours la meme chose depuis 40ans, jean marie le pen et sa fille vous ont avertiis sur l’immigration musulmane,sur la fermeture des frontieres,sur la relocalisation des produits et qu’ont faient les francais depuis 40ans,ils ont elus les traites de droite et gauche et autres qui les detruisent,ce sont eux les responsables,maintenant nous sommes a un point de non retour et bientot la guerre civile viendra,alors si vous voyez une de ces cons qui votent pour les traites,foutez leur une belle branlee,les mediats leurs ont laver le cerveau et leurs norones ont disparus,;user_10;;r1_article_2514;r1_comment_8620;r1_comment_8621;ripostelaique;12;reply;3;573;91;17;1
2738;De l’urgence d’arrêter l’immigration après la période de confinement .. Paul Tormenen via Polemia (édito à lire dans son intégralité );user_18;;r1_article_2514;r1_article_2514;r1_comment_8622;ripostelaique;12;comment;2;134;20;16;
2739;extrait qui a toute son IMPORTANCE : Pendant ce temps, des résidents français présentant des signes de contamination sont renvoyés à leur domicile sans être isolés ni testés (16). DES MASQUES SERAIENT DISTRIBUES A DES MIGRANTS ALORS QUE L’IMMENSE MAJORITE DES FRANCAIS N’Y A PAS DROIT (17). ;user_18;;r1_article_2514;r1_comment_8622;r1_comment_8623;ripostelaique;12;reply;3;291;47;16;1
2740;Vont ils aller verbaliser dans les cités ces flics plutot que d’emmerder les gaulois? Et le fisc qui fait chier les entreprises qui bossent mais n.y arrivent souvent pas suffisemment et font du black a coté. Tout cela pour pouvoir consommer ensuite vont ils emmerder les dealer de cité qui sur un seul point de vente peuvent se faire plus de 150000/semaine? Que ces pleutres fassent deja le boulot aupres de cette racaille qui est majoritaire dans ces banlieues, les parents soutenant leurs gosses evidemmment mais savent pleurnicher devant les merdias!!! Honte a ceux qui nous gouvernent.;user_117;;r1_article_2514;r1_article_2514;r1_comment_8624;ripostelaique;12;comment;2;589;96;15;
2741;Ils sont aux ordres Jeepy , formatés pour obéir . En évoquant les parents on peut aussi dire qu’ils savent parfaitement se servir des droits , quitte à remplir le ventre des « productrices » de l’avenir en se foutant totalement de leurs difficulté à vivre . Tout est mensonge !;user_57;;r1_article_2514;r1_comment_8624;r1_comment_8625;ripostelaique;12;reply;3;277;50;15;1
2742;Zoom – Coronavirus : le regard de Laurent Obertone sur la crise (VIDEO TVL);user_18;;r1_article_2514;r1_article_2514;r1_comment_8626;ripostelaique;12;comment;2;75;13;14;
2743;ça n’est pas de la lacheté, c’est délibéré, la preuve , ce préfet qui autorise les réunions pendant le ramadan, les gaulois restant confinés (donc comme le disait le ministre véran, le confinement propage le virus);user_15;;r1_article_2514;r1_article_2514;r1_comment_8627;ripostelaique;12;comment;2;214;35;13;
2744;Qu’Allah vous écoute et que ces réunions ramadamesques soient l’ouverture à une élimination bénéfique pour nous .;user_57;;r1_article_2514;r1_comment_8627;r1_comment_8628;ripostelaique;12;reply;3;113;16;13;1
2745;Je suis hors de moi et dans une rage folle! J’ai été verbalisé pour m’être arrêté deux minutes sur un parking pour répondre à un appel important ,alors que j’étais en règle INTERDIT m’ont dit avec un grand sourire deux gendarmes en VTT . J’ai essayé de les faire résonner. Impossible! D’habitude je soutient les forces de l’ordre ,mais la franchement, j’ai bien sentie qu’ils sont frustrés et ils se vengent sur les gaulois solvable! Résultats des courses :si je conteste et que le juge dit que c’est dans les textes ,375 euros d’amende majoré. Donc encore 135 euros pour leurs petits chéris mineurs isolés. Le plus dure c’est pas les tunes ,c’est le principe. Bonne journée à tous quand même <U+0001F615>;user_60;;r1_article_2514;r1_article_2514;r1_comment_8629;ripostelaique;12;comment;2;694;121;12;
2746;Abus de pouvoir avec demande express du macron de supprimer tout espoir de tenter de vivre !;user_57;;r1_article_2514;r1_comment_8629;r1_comment_8630;ripostelaique;12;reply;3;92;16;12;1
2747;D’habitude, vous soutenez les forces de l’ordre ?;user_1038;;r1_article_2514;r1_comment_8629;r1_comment_8631;ripostelaique;12;reply;3;49;7;12;2
2748;Vu que Mc Rond n’est pas un mec viril, il ne risque pas de faire autre chose que de se coucher et prenez l’autre, là, le Gaztamère de la franc-maçonnerie, dans quelques années il rasera les murs de crainte qu’on le reconnaisse et qu’on lui fasse une boutonnière;user_300;;r1_article_2514;r1_article_2514;r1_comment_8632;ripostelaique;12;comment;2;261;47;11;
2749;ILS METTENT LE FEU QUOTIDIENNEMENT au pays et PAS UN MOT chez BFMerde et Cie !!!!!!!!!! Villeneuve la garenne, Lyon, etc …;user_877;;r1_article_2514;r1_article_2514;r1_comment_8633;ripostelaique;12;comment;2;122;21;10;
2750;Toute population musulmane dépendant d’une autorité non musulmane a besoin, par fidélité à l’islam, pour contrebalancer la honte de ne s’être pas imposée, de susciter régulièrement ce qu’on appelait, dans l’Algérie française, des « néfras », lesquelles sont des émeutes dont les causes sont essentiellement des prétextes, des occasions, et qui ont pour but de faire sentir à l’autorité que cette population, secouant un joug qu’elle se doit de juger illégitime, est toujours au bord de la révolte, afin d’obtenir, de la part de l’autorité apeurée, toujours plus de « respect », c’est-à-dire toujours plus de privilèges et d’immunité.;user_1093;;r1_article_2514;r1_article_2514;r1_comment_8634;ripostelaique;12;comment;2;633;98;9;
2751;Bravo, bravo ! maintenant on devrait se demander si le macron ne se serait pas converti , rien qu’à la position de prière qu’il doit apprécier et sa lâcheté devant les banlieues .;user_57;;r1_article_2514;r1_comment_8634;r1_comment_8635;ripostelaique;12;reply;3;179;32;9;1
2752;C’est fait depuis longtemps.;user_63;;r1_article_2514;r1_comment_8635;r1_comment_8636;ripostelaique;12;reply;3;28;3;9;2
2753;Les gauchistes les adorent : casser, détruire, se rebeller, contester, manifester, provoquer, ces abrutis des cités sont les fruits incontrôlés de l’idéologie laxiste de l’idéologie de la gauche post soixanthuitarde. Ces excités à 75 % arabo-africains indisciplinés, sans conscience civique, ni sen moral font ouvertement ce que beaucoup de français fantasment plus ou moins secrètement.. La barbarie n’est qu’en sommeil chez l’humain, la diminution du sens moral et civique, la névrose affective et psychique galopante associée à l’absence de développement cognitif, retire le vernis civilisationnel, pour laisser la partie archaique ressurgire …;user_912;;r1_article_2514;r1_comment_8634;r1_comment_8637;ripostelaique;12;reply;3;647;91;9;3
2754;C’est le pays de merde de merde de chez de lmerde !!!;user_1207;;r1_article_2514;r1_article_2514;r1_comment_8638;ripostelaique;12;comment;2;53;11;8;
2755;et encore, t’es modeste;user_790;;r1_article_2514;r1_comment_8638;r1_comment_8639;ripostelaique;12;reply;3;23;3;8;1
2756;Mais pourquoi les fdo lui ont fait un garrot ? Il fallait le laisser crever sur place cette raclure. Préparez vous, armez vous car les hordes de zombies vont bientôt déferler chez vous, personne n’est à l’abri. Aux Armes Citoyens;user_731;;r1_article_2514;r1_article_2514;r1_comment_8640;ripostelaique;12;comment;2;229;39;7;
2757;L’opinion Populaire (bidonnee) etait favorable a l’aeroport de NDDL par une majoritee de Nantais (bien entendu) car les departements limithrophes comme L’ile et vilaine et surtout la vendee qui allaient etre aussi payeurs en ont ete ecartes car ils savaient q’avec eux les pro NDDL auraient perdus. NDDL .. l’ aeroport du soit-disant grand ouest etait une vaste fumisterie car c’etait uniquement pour renvoyer les nuisances sonores sur les autres avec un Nantes-Atlantique (NA) a la moitie de sa capacitee physique tel qu’il est sans aucun amenagement excepte construire un autre parking! Mon aeroport en californie sur 200 hectares (NA 320 ) avec une seule piste de 1700 metre (NA 2900 metres) genere plus de 10 Millions de passagers par an ..NA 5/6 millions;user_223;;r1_article_2514;r1_article_2514;r1_comment_8641;ripostelaique;12;comment;2;759;123;6;
2758;l Italie va bientôt suivre la France , ils veulent régulariser 200 000 colorés pour travailler dans les champs , ils y en a 600 000 qui attendent d être régulariser en Italie , encore quelques années et ce pays va aussi se transformé en bande de gaza comme Bruxelles et la suède;user_41;;r1_article_2514;r1_article_2514;r1_comment_8642;ripostelaique;12;comment;2;278;52;5;
2759;Tout les pays de l’Union Européenne suivre-on cette tragédie.;user_67;;r1_article_2514;r1_comment_8642;r1_comment_8643;ripostelaique;12;reply;3;61;8;5;1
2760;Damien Rieu <U+2714> @DamienRieu Message aux �meutiers de #VilleuneuveLaGarenne et � tous leurs soutiens qui profitent d�un accident pour mettre en sc�ne leur haine de la France et des policiers. VIDEO : https://twitter.com/DamienRieu/status/1252288930277457925;user_18;;r1_article_2514;r1_article_2514;r1_comment_8644;ripostelaique;12;comment;2;254;32;4;
2761;Bravo à Damien Rieu. Tout les patriotes doivent être à l’image des identitaires et faire front ensemble contre la racaille sans baisser la tête. Marre d’être agresser et remplacer. Ensemble on est plus fort.;user_594;;r1_article_2514;r1_comment_8644;r1_comment_8645;ripostelaique;12;reply;3;207;33;4;1
2762;Dites plutôt « ensemble on SERAIT plus fort ». Vu que tout le monde reste dans son coin…;user_1038;;r1_article_2514;r1_comment_8645;r1_comment_8646;ripostelaique;12;reply;3;88;17;4;2
2763;Hélas oui, depuis que je le dis personne ne me réponds car peut-être que ça leurs conviens.;user_594;;r1_article_2514;r1_comment_8646;r1_comment_8647;ripostelaique;12;reply;3;91;16;4;3
2764;Merci Fleur de Lys pour vos infos si précieuses ! Damien Rieu est un homme, un avenir ?;user_57;;r1_article_2514;r1_comment_8644;r1_comment_8648;ripostelaique;12;reply;3;87;17;4;4
2765;un grand merci pour vos encouragements;user_18;;r1_article_2514;r1_comment_8648;r1_comment_8649;ripostelaique;12;reply;3;38;5;4;5
2766;Merci? Fleur de Lys vous faites un très bon travail de réinformation en ajoutant des liens, d’ailleurs vous aviez disparu pendant un moment sur RL mais je pense qu’il vaudrait participer.;user_594;;r1_article_2514;r1_comment_8649;r1_comment_8650;ripostelaique;12;reply;3;187;30;4;6
2767;*vaudrait mieux participer.;user_594;;r1_article_2514;r1_comment_8650;r1_comment_8651;ripostelaique;12;reply;3;27;2;4;7
2768;emirillon Je viens de marquer la réponse maintenant si vous dormez tant pis pour vous, réveillez vous.;user_594;;r1_article_2514;r1_comment_8648;r1_comment_8652;ripostelaique;12;reply;3;102;16;4;8
2769;"Réponse à Revenge , surement que je suis la belle au bois dormant !!! donnez moi plutôt sur quel article vous m’avez fait l’honneur de m’écrire ; Merci";user_57;;r1_article_2514;r1_comment_8652;r1_comment_8653;ripostelaique;12;reply;3;151;27;4;9
2770;Apprêtons-nous à sombrer dans le néant à jamais en effet ! Mais avant d’être rayés de la carte de la plus brillante des civilisations n’oublions pas de châtier les promoteurs de notre disparition au démonte-pneu industriel.. Sinistre tableau, mais d’un réalisme certain.;user_224;;r1_article_2514;r1_article_2514;r1_comment_8654;ripostelaique;12;comment;2;270;41;3;
2771;"une unité se tient toujours prête, donnez lui « carte blanche » juste une semaine ;-)))";user_13;;r1_article_2514;r1_comment_8654;r1_comment_8655;ripostelaique;12;reply;3;87;15;3;1
2772;« Mort aux porcs » Voilà une connotation anti-non-muzz prônée par momo en personne. Ne pas oublier de le souligner !!!;user_733;;r1_article_2514;r1_article_2514;r1_comment_8656;ripostelaique;12;comment;2;118;20;2;
2773;« Mais l’immigration extra-européenne, hélas, a transformé ces cités heureuses en bande de Gaza » …. L’image est criante de vérité !! <U+0001F600><U+0001F44D>;user_225;;r1_article_2514;r1_article_2514;r1_comment_8657;ripostelaique;12;comment;2;136;22;1;
2774;https://ripostelaique.com/covid-19-et-guerillas-urbaines-radio-macron-nous-ment-sur-tout.html;user_none;2020-04-23 19:05:57;r1_article_2558;;r1_article_2558;ripostelaique;12;article;1;8113;1245;0;
2775;Oui, la France a connu des temps difficiles dans son Histoire. Le pays avait généré des Ministres que le monde entier nous enviait : Mazarin, Richelieu, Colbert … pour ne citer qu’eux. Aujourd’hui, la pays défèque des ministres d’une autre catégorie : macron, philippe, castaner ! … pour ne citer qu’eux …;user_145;;r1_article_2558;r1_article_2558;r1_comment_11749;ripostelaique;12;comment;2;305;51;11;
2776;Savoir mentir est un prérequis pour celui ou celle qui veut se lancer dans la politique.;user_149;;r1_article_2558;r1_article_2558;r1_comment_11750;ripostelaique;12;comment;2;88;15;10;
2777;Marine Le Pen ne peut gagner dans la mesure ou elle se fourvoie par volonté de rejoindre la mafia républicaine afin après lissage de son discours éviter les écueils communautaires et de fait rejoindre le troupeau jacobin! Pour qu’elles raisons voter pour une femme qui est en recherche constante de reconnaissance sociale par la mafia en place… Elle ne peut gagner qu’en ayant un discours courageux et volontaire à l’adresse des FDS qu’elle se doit de défendre tout simplement! Si elle désire gagner il lui faut dès lors assumer son Identité de race et les voix qui s’y rattache, autrement qu’elle rejoigne l’islam et qu’elle disparaisse avec son cher or bleue des dom tom et consort local!;user_125;;r1_article_2558;r1_article_2558;r1_comment_11751;ripostelaique;12;comment;2;690;116;9;
