"id";"annotator";"c_usmod";"c_mod1";"c_mod0";"c_refc";"c_topic";"c_amp";"c_act";"c_act_1a";"c_act_1a_mark";"c_act_1b";"c_act_1b_mark";"c_act_2a";"c_act_2a_mark";"c_act_2b";"c_act_3a";"c_act_3a_mark";"c_act_3b";"c_contr";"c_emo_1";"c_emo_1_mark";"c_emo_2a";"c_emo_2a_mark";"c_emo_2b";"c_emo_3";"c_ne_1_0";"c_ne_1_1";"c_ne_1_2";"c_ne_1_3";"c_ne_1_4";"c_ne_2_0";"c_ne_2_1";"c_ne_2_2";"c_ne_2_3";"c_ne_2_4";"c_ne_2_mark_0";"c_ne_2_mark_1";"c_ne_2_mark_2";"c_ne_2_mark_3";"c_ne_2_mark_4";"c_ne_3_0";"c_ne_3_1";"c_ne_3_2";"c_ne_3_3";"c_ne_3_4";"c_ne_4_0";"c_ne_4_1";"c_ne_4_2";"c_ne_4_3";"c_ne_4_4";"c_ne_4_mark_0";"c_ne_4_mark_1";"c_ne_4_mark_2";"c_ne_4_mark_3";"c_ne_4_mark_4";"c_ne_5_0";"c_ne_5_1";"c_ne_5_2";"c_ne_5_3";"c_ne_5_4";"c_ne_5_mark_0";"c_ne_5_mark_1";"c_ne_5_mark_2";"c_ne_5_mark_3";"c_ne_5_mark_4";"c_ne_6_0";"c_ne_6_1";"c_ne_6_2";"c_ne_6_3";"c_ne_6_4";"c_ne_7_0";"c_ne_7_1";"c_ne_7_2";"c_ne_7_3";"c_ne_7_4";"c_pe_1_0";"c_pe_1_1";"c_pe_1_2";"c_pe_1_3";"c_pe_2_0";"c_pe_2_1";"c_pe_2_2";"c_pe_2_3";"c_pe_2_mark_0";"c_pe_2_mark_1";"c_pe_2_mark_2";"c_pe_2_mark_3";"c_pe_3_0";"c_pe_3_1";"c_pe_3_2";"c_pe_3_3";"c_pe_4_0";"c_pe_4_1";"c_pe_4_2";"c_pe_4_3";"c_pe_4_mark_0";"c_pe_4_mark_1";"c_pe_4_mark_2";"c_pe_4_mark_3";"c_pe_5_0";"c_pe_5_1";"c_pe_5_2";"c_pe_5_3";"c_act_0";"c_act_1";"c_act_2";"c_act_3";"c_act_1a_0";"c_act_1a_1";"c_act_1a_2";"c_act_1a_3";"c_act_1a_mark_0";"c_act_1a_mark_1";"c_act_1a_mark_2";"c_act_1a_mark_3";"c_act_1b_0";"c_act_1b_1";"c_act_1b_2";"c_act_1b_3";"c_act_1b_mark_0";"c_act_1b_mark_1";"c_act_1b_mark_2";"c_act_1b_mark_3";"c_act_2a_0";"c_act_2a_1";"c_act_2a_2";"c_act_2a_3";"c_act_2a_mark_0";"c_act_2a_mark_1";"c_act_2a_mark_2";"c_act_2a_mark_3";"c_act_2b_0";"c_act_2b_1";"c_act_2b_2";"c_act_2b_3";"c_act_3a_0";"c_act_3a_1";"c_act_3a_2";"c_act_3a_3";"c_act_3a_mark_0";"c_act_3a_mark_1";"c_act_3a_mark_2";"c_act_3a_mark_3";"c_act_3b_0";"c_act_3b_1";"c_act_3b_2";"c_act_3b_3"
3235;4;1;;4;0;1;0;"[2, 1]";1;"On  comprend  la  colère  des  habitants  des  îles  concernées,";2;"mieux  vaut  interner  les  migrants  dans  des  camps  fermés  que  de  les  laisser  circuler  en  liberté.";"[225, 13]";"On  mieux  vaut";"[2, 2]";"[1, 111]";"les  migrants  des  habitants  des  îles  concernées,";"[2, 2]";"[9, 10, 99]";0;;;;;;2;;;;;1;;;;;"les  migrants";;;;;2;;;;;20;;;;;"les  laisser  circuler  en  liberté.  Dans  l'intérêt  même  des  habitants  et  de  leur  sécurité";;;;;111;;;;;"des  habitants  des  habitants  des  îles  concernées,";;;;;0;;;;;0;;;;;2;;;;111;;;;"des  habitants  des  îles  concernées,";;;;2;;;;30;;;;"la  colère";;;;0;;;;2;1;;;1;;;;"On  comprend  la  colère  des  habitants  des  îles  concernées,";;;;2;;;;"mieux  vaut  interner  les  migrants  dans  des  camps  fermés  que  de  les  laisser  circuler  en  liberté.";;;;225;13;;;"mieux  vaut";"On";;;2;2;;;1;111;;;"les  migrants";"des  habitants  des  îles  concernées,";;;2;2;;
3236;4;1;;0;0;8;0;"[1, 1]";"[2, 3]";"A  force  finir  accrochés  aux  grilles  de  leurs  locaux!  de  décider  contre  leurs  peuples,  les  politiques  vont";;;"[99, 2]";"leurs  peuples,  les  politiques";"[2, 2]";"[2, 99]";"leurs  peuples,  les  politiques";"[2, 2]";1;0;;;;;;1;;;;;2;;;;;"les  politiques";;;;;2;;;;;2;;;;;"A  force  de  décider  contre  leurs  peuples,";;;;;12;;;;;"leurs  peuples,";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;2;3;;;"finir  accrochés  aux  grilles  de  leurs  locaux!  les  politiques  vont";"A  force  de  décider  contre  leurs  peuples,";;;;;;;;;;;99;2;;;"leurs  peuples,";"les  politiques";;;2;2;;;2;99;;;"les  politiques";"leurs  peuples,";;;2;2;;
3237;4;1;;0;0;1;0;2;;;2;"Il  est  chez  eux.  plus  que  temps  de  renvoyer  tous  ces  gens";2;"Il";2;1;"tous  ces  gens";2;"[1, 9]";0;;;;;;2;2;;;;1;2;;;;"ces  gens";"Il";;;;2;2;;;;7;1;;;;;"est  chez  eux.  plus  que  temps  de  renvoyer  tous  ces  gens";;;;3;3;;;;;"Il";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"Il  est  chez  eux.  plus  que  temps  de  renvoyer  tous  ces  gens";;;;2;;;;"Il";;;;2;;;;1;;;;"tous  ces  gens";;;;2;;;
3238;4;1;;4;0;4;0;"[2, 2]";;;"[3, 3]";"Les  Grecs,  vont  bientôt  être  chassés  des  îles  orientales  de  la  mer  Egée.Le  renouvellement  de  la  population  continue  avec  la  bénédiction  de  l'union  européenne";"[1, 223]";"l'union  européenne";"[2, 2]";"[111, 111]";"Les  Grecs,";"[2, 2]";"[1, 9, 12]";0;;;;;;1;2;2;;;223;1;1;;;"l'union  européenne";;;;;2;2;2;;;1;7;7;;;"avec  la  bénédiction  de  l'union  européenne";;"Question  tourisme,  et  surtout  Kos  Les  Grecs,  c'est  vont  bientôt  être  chassés  des  îles  orientales  de  fini  la  mer  Egée.Le  renouvellement  de  la  population  continue  maintenant  pour  les  îles  de  Leros";;;111;111;111;;;;;"Les  Grecs,";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;3;3;;;;"Les  Grecs,  vont  bientôt  être  chassés  des  îles  orientales  de  la  mer  Egée.Le  renouvellement  de  la  population  continue  avec  la  bénédiction  de  l'union  européenne";;;1;223;;;;"l'union  européenne";;;2;2;;;111;111;;;;"Les  Grecs,";;;2;2;;
3239;4;1;;0;0;99;0;0;;;;;;;;;;;0;0;;;;;;99;;;;;225;;;;;"Vous";;;;;2;;;;;1;;;;;"avez  bu  ou  vous  avez  soif  ?";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3240;4;1;;4;0;1;1;1;1;"Bruxelles  a  dit  :  Une  chance  pour  la  Grèce  !!!";;;223;"Bruxelles";2;224;"la  Grèce";1;"[1, 9]";0;;;;;;2;;;;;223;;;;;"Bruxelles";;;;;2;;;;;1;;;;;"a  dit  :  Une  chance  pour  la  Grèce  !!!";;;;;224;;;;;"la  Grèce";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;"Bruxelles  a  dit  :  Une  chance  pour  la  Grèce  !!!";;;;;;;;;;;;223;;;;"Bruxelles";;;;2;;;;224;;;;"la  Grèce";;;;1;;;
3241;4;1;;4;0;1;0;2;;;2;"campsà  peine  débarqué  retour  à  l  envoyeur";225;;2;1;;2;"[1, 9]";0;;;;;;2;;;;;223;;;;;;;;;;2;;;;;1;;;;;"pourquoi  faire  des  campsà";;;;;111;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"campsà  peine  débarqué  retour  à  l  envoyeur";;;;225;;;;;;;;2;;;;1;;;;;;;;2;;;
3242;4;1;;4;0;1;0;"[2, 2]";;;"[2, 3]";"par  des  gens  non  élus  qui  vivent  dans  d'autres  pays,  qui  ne  feront  rien  eux-mêmes  pour  les  migrants.  pliez  devant  les  décisions  prises";"[223, 223]";"des  gens  non  élus  qui  vivent  dans  d'autres  pays,  eux-mêmes";"[2, 2]";"[111, 1]";"les  migrants.  pliez";"[2, 2]";"[1, 5, 9]";0;;;;;;2;2;2;;;223;223;223;;;;;"des  gens  non  élus  qui  vivent  dans  d'autres  pays,";;;2;2;2;;;20;2;1;;;"non  élus  qui  vivent  dans  d'autres  pays,";"Au  nom  de  la  Démocratie,  pliez  devant  les  décisions  prises";"qui  ne  feront  rien  eux-mêmes  pour  les  migrants.";;;111;111;111;;;;;"pliez";;;0;1;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;2;3;;;"par  des  gens  non  élus  qui  vivent  dans  d'autres  pays,  pliez  devant  les  décisions  prises";"qui  ne  feront  rien  eux-mêmes  pour  les  migrants.";;;223;223;;;;"des  gens  non  élus  qui  vivent  dans  d'autres  pays,  eux-mêmes";;;2;2;;;111;1;;;"pliez";"les  migrants.";;;2;2;;
3243;4;1;;0;0;11;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;4;;;;;;;;;;1;;;;;30;;;;;"Est-ce  contraire  à  la  charte  d'écrire  un  commentaire  ?";;;;;13;;;;;"d'écrire";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3244;4;1;;4;0;1;0;0;;;;;;;;;;;"[1, 9]";0;;;;;;1;1;;;;2;111;;;;"les  politiciens";"Moyen-Orientaux?Rien.  des  Africains  et";;;;2;2;;;;1;7;;;;"Que  font  ils  ont  le  déshonneur,  ils  auront  les  la  guerre.  politiciens  pour  arrêter";"Moyen-Orientaux?Rien.  l’invasion  des  Africains  et";;;;99;99;;;;;;;;;0;0;;;;0;0;;;;1;;;;225;;;;"Churchill,";;;;1;;;;3;;;;"Comment  disait  Churchill,  ils  ont  le  déshonneur,  ils  auront  la  guerre.";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3245;4;1;;0;2;11;1;0;;;;;;;;;;;0;0;;;;;;2;;;;;13;;;;;;;;;;1;;;;;3;;;;;"La  déclaration  ils  ont  choisi  le  déshonneur.  Ils  auront  la  guerre  ET  exacte  le  déshonneur  !""  est  ""Entre  la  guerre  et  le  déshonneur,";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3246;4;1;;4;0;5;0;0;;;;;;;;;;;"[1, 9]";0;;;;;;2;99;;;;223;99;;;;"UE";"la  population";;;;2;2;;;;20;6;;;;"terre  d'asile,  contre  la  population";"non  partageables.  repliée  sur  ses  racines";;;;99;0;;;;"la  population";;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3247;4;1;;4;0;99;0;2;;;3;"qu'ils  n'en  veuillent  plus.";111;"qu'ils";2;1;"n'en";2;9;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;111;;;;"qu'ils";;;;2;;;;30;;;;"qu'ils  n'en  veuillent  plus.";;;;0;;;;2;;;;;;;;;;;;3;;;;"qu'ils  n'en  veuillent  plus.";;;;111;;;;"qu'ils";;;;2;;;;1;;;;"n'en";;;;2;;;
3248;4;1;;4;0;1;0;"[1, 1, 2]";"[2, 3]";"cette  immigration  religieux.....doit  cesser  IMMÉDIATEMENT  subie,  ce  sont  des  massive,  partis  populistes  ou  nationalistes  qui  arriveront  au  pouvoir  musulmane,  violente,  d'illettrés,  de  délinquants,  fanatiques";99;;"[2, 222, 222]";"des  partis  populistes  ou  nationalistes";"[2, 2, 2]";"[1, 1, 1]";"cette  immigration  le  problème";"[2, 2, 2]";"[1, 3, 9, 99]";1;"IMMÉDIATEMENT";2;;2;0;1;1;1;;;1;1;1;;;;;"cette  immigration";;;2;2;2;;;7;4;6;;;"subie,  massive,";"violente,  de  délinquants,";"religieux.....doit  musulmane,  d'illettrés,  fanatiques";;;99;99;99;;;;;"les  peuples  européens";;;0;0;0;;;0;0;0;;;2;;;;222;;;;"des  partis  populistes  ou  nationalistes";;;;2;;;;1;;;;"eux,  ils  régleront  vite  le  problème  sans  tergiversations.......";;;;0;;;;1;1;2;;2;3;;;"cette  immigration  religieux.....doit  cesser  IMMÉDIATEMENT  subie,  massive,  musulmane,  violente,  d'illettrés,  de  délinquants,  fanatiques";"ce  sont  des  partis  populistes  ou  nationalistes  qui  arriveront  au  pouvoir";;;99;;;;;;;;2;222;222;;;;"des  partis  populistes  ou  nationalistes";;2;2;2;;1;1;1;;;;"cette  immigration  le  problème";;2;2;2;
3249;4;1;;0;1;2;0;2;;;4;"Si  les  le  bor  del  dans  ces  pays,  il  n'y  aurait  pas  usa,  de  migrants.  israel  et  l'arabie  saoudienne  n'avait  pas  fichu";224;"les  usa,  israel  et  l'arabie  saoudienne";1;1;"de  migrants.";2;"[7, 9]";0;;;;;;1;1;1;;;224;224;224;;;;;"les  usa,  israel  l'arabie  saoudienne";;;1;1;1;;;4;4;4;;;;;"le  bor  del  dans  ces  pays,  n'avait  pas  fichu";;;224;224;224;;;;;"ces  pays,";;;0;0;0;;;1;1;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;4;;;;"Si  les  le  bor  del  dans  ces  pays,  il  n'y  aurait  pas  usa,  de  migrants.  israel  et  l'arabie  saoudienne  n'avait  pas  fichu";;;;224;;;;"les  usa,  israel  et  l'arabie  saoudienne";;;;1;;;;1;;;;"de  migrants.";;;;2;;;
3250;4;1;;0;2;7;0;0;;;;;;;;;;;0;0;;;;;;2;2;;;;13;224;;;;;"de  pays";;;;1;2;;;;3;5;;;;"La  plupart  viennent  de  pays  pas  en  guerre  mais";"difficulté  économique.  en";;;;0;1;;;;;"La  plupart";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3251;4;1;;0;2;7;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;224;;;;;"de  pays";;;;;2;;;;;5;;;;;"difficulté  économique.  en";;;;;1;;;;;"La  plupart";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3252;4;1;;0;2;7;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;224;;;;;"de  pays";;;;;2;;;;;5;;;;;"difficulté  économique.  en";;;;;1;;;;;"La  plupart";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3253;4;1;;0;2;7;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;224;;;;;"de  pays";;;;;2;;;;;5;;;;;"difficulté  économique.  en";;;;;1;;;;;"La  plupart";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3254;4;1;;4;0;1;0;1;4;"ne  restera  que  la  violence  et  les  révoltes  destructrices  pour  se  faire  comprendre...";;;111;"aux  populations  de  ces  îles";2;217;"les  gouvernements";2;1;0;;;;;;1;;;;;225;;;;;"les  gouvernements";;;;;2;;;;;3;;;;;"les  écoutent  pas,  sourds  aux  populations  de  ces  îles  ne";;;;;111;;;;;"aux  populations  de  ces  îles";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"ne  restera  que  la  violence  et  les  révoltes  destructrices  pour  se  faire  comprendre...";;;;;;;;;;;;111;;;;"aux  populations  de  ces  îles";;;;2;;;;217;;;;"les  gouvernements";;;;2;;;
3255;4;1;;4;0;8;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;111;;;;"Ils";;;;2;;;;1;;;;"ont  cent  fois  raison...";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3257;4;1;;4;0;2;0;"[1, 1]";"[2, 2]";"n'en  prendra  pas...""  parti.Pourquoi  ne  rentrent  ils  pas  chez  eux,  à  Damas,  a  Alep,  cel-ci  devrait  prendre  des  mesures  d'accompagnement  de  ""retour  au  foyer""  au  lieu  de  se  chamailler  à""  qui";;;"[1, 223]";"ceux  qui  se  presentent  aux  frontière  de  l'Europe  cel-ci";"[2, 2]";"[99, 224]";"n'en  prendra  pas...""  à  Damas,  a  Alep,  qui";"[1, 2]";"[1, 9, 11]";0;;;;;;2;2;1;;;1;1;223;;;;"les  réfigiés  des  syriens  règne;Ces  maheureux";"l'Europe.Au";;;2;2;2;;;2;5;1;;;"dans  leur  pays.Mais  en  Syrie,  la  guerre  est  pratiquement  terminée,  n'en  font  pas  parti.Pourquoi  ne  rentrent  ils  pas  chez  eux,  à  Damas,  a  Alep,  fuyant  la  guerre";"sont  de  veritables  alouettes  attirées  par  la  ""richesse""  de  l'Europe.Au";"n'en  prendra  pas...""  cel-ci  devrait  prendre  des  mesures  d'accompagnement  de  ""retour  au  foyer""  au  lieu  de  se  chamailler  à""  qui";;;223;223;1;;;;"l'Europe.Au";"les  réfigiés";;;0;0;0;;;0;0;0;;;2;;;;1;;;;"les  réfigiés";;;;2;;;;1;;;;"dans  leur  pays.Mais  des  syriens  fuyant  la  guerre";;;;0;;;;1;1;;;2;2;;;;"n'en  prendra  pas...""  parti.Pourquoi  ne  rentrent  ils  pas  chez  eux,  à  Damas,  a  Alep,  cel-ci  devrait  prendre  des  mesures  d'accompagnement  de  ""retour  au  foyer""  au  lieu  de  se  chamailler  à""  qui";;;;;;;;;;;1;223;;;"ceux  qui  se  presentent  aux  frontière  de  l'Europe";"cel-ci";;;2;2;;;99;224;;;"à  Damas,  a  Alep,";"n'en  prendra  pas...""  qui";;;1;2;;
3258;4;1;;4;0;99;0;2;;;4;"Ca  devait  arriver...";111;"ces  malheureux";2;217;"leurs  dirigeants.";2;1;2;"En  tout  cas  bravo  à  ces  malheureux";111;"ces  malheureux";2;0;1;;;;;225;;;;;"leurs  dirigeants.";;;;;2;;;;;1;;;;;"l'incurie  de  leurs  dirigeants.";;;;;111;;;;;"ces  malheureux";;;;;0;;;;;0;;;;;1;;;;111;;;;"ces  malheureux";;;;2;;;;1;;;;"supportant  l'incurie  de  leurs  dirigeants.  bravo  à  ces  malheureux";;;;0;;;;2;;;;;;;;;;;;4;;;;"Ca  devait  arriver...";;;;111;;;;"ces  malheureux";;;;2;;;;217;;;;"leurs  dirigeants.";;;;2;;;
3259;4;1;;4;0;7;0;0;;;;;;;;;;;"[1, 12, 99]";0;;;;;;2;;;;;99;;;;;"Lesbos";;;;;1;;;;;5;;;;;"que  actuellement  est  près  du  zéro  avait  un  tourisme  qu’amenait  richesse  sur  l’ile  et";;;;;111;;;;;"aux  citoyens";;;;;0;;;;;0;;;;;1;;;;99;;;;"Lesbos";;;;1;;;;5;;;;"avait  un  tourisme  qu’amenait  richesse  sur  l’ile";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3260;4;1;;2;0;11;1;"[1, 1]";"[3, 4]";"la  construction  des  camps  que  la  population  locale  refusent.ils  la  sécurité  sur  l'ile  mise  a  mal  depuis  des  années  par  les  clandestins  en  liberté  news??les  policiers  sont  la  pour  protéger";;;"[8, 1]";"les  clandestins  en  liberté  news??les  policiers";"[2, 2]";"[111, 111]";"la  population  locale  des  civils  grecs";"[2, 2]";"[1, 99]";1;"c'est  quoi  cette  fake  news??les";4;"cette  fake  news??les";1;0;2;1;1;;;4;8;1;;;"fake";"news??les  policiers";"les  clandestins  en  liberté";;;1;2;2;;;2;2;4;;;;"c'est  quoi  la  construction  des  camps  que  la  population  locale  refusent.ils  ne  cette  sont  pas  la  pour  renforcer  fake  news??les  sont  la  pour  protéger";"la  sécurité  sur  l'ile  mise  a  mal  depuis  des  années  par  les  clandestins  en  liberté";;;13;111;111;;;;;"la  population  locale  des  civils  grecs";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;3;4;;;"la  construction  des  camps  que  la  population  locale  refusent.ils  news??les  policiers  sont  la  pour  protéger";"la  sécurité  sur  l'ile  mise  a  mal  depuis  des  années  par  les  clandestins  en  liberté";;;;;;;;;;;8;1;;;"news??les  policiers";"les  clandestins  en  liberté";;;2;2;;;111;111;;;;"la  population  locale  des  civils  grecs";;;2;2;;
3261;4;1;;4;0;1;0;"[2, 2, 1]";1;"l'UE  nous  ""arrose""  généreusement";"[1, 4]";"""nous  demandons  ne  le  font  pas  NOUS  leur  taperont  sur  la  gu..le  aux  et  NOUS  vous  feront  plier  habitants  de  nous  faire  confiance"",  s'il";"[225, 225, 223]";"""nous  NOUS  l'UE";"[2, 2, 2]";"[111, 111, 225]";"leur  aux  vous  habitants  nous";"[2, 2, 2]";1;1;"ne  le  font  pas  NOUS  leur  taperont  sur  la  gu..le  ,  et  NOUS  vous  feront  plier  .  Non  mais  ....  l'UE  nous  ""arrose""  généreusement  on  ne  va  quand  même  pas  tarir  la  source  et  s'il";225;"""nous  NOUS  nous";2;1;2;2;2;;;225;225;225;;;;;"""nous  NOUS  nous";;;2;2;2;;;2;4;5;;;"""nous  demandons  ne  le  font  pas  aux  habitants  de  nous  faire  confiance"",  et  s'il";"NOUS  leur  taperont  sur  la  gu..le  ,  et  NOUS  vous  feront  plier";"nous  ""arrose""  généreusement  (  ou  peut  être  même  personnellement  ?  )  ,  on  ne  va  quand  même  pas  tarir  la  source";;;111;111;111;;;;;"leur  aux  vous  habitants";;;1;1;1;;;1;1;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;1;;;;"l'UE  nous  ""arrose""  généreusement";;;;1;4;;;"""nous  demandons  aux  habitants  de  nous  faire  confiance"",";"ne  le  font  pas  NOUS  leur  taperont  sur  la  gu..le  et  NOUS  vous  feront  plier  s'il";;;225;225;223;;;"""nous  NOUS";"l'UE";;2;2;2;;111;111;225;;;"leur  aux  vous  habitants";"nous";;2;2;2;
3262;2;1;;4;0;5;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;6;;;;;"DAESH";;;;;2;;;;;2;;;;;"coraniser  par  la  force  l'Europe,";;;;;3;;;;;"l'Europe,";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3263;2;1;;4;0;99;1;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3264;2;1;;4;0;1;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;111;;;;;"Ils";;;;;2;;;;;3;;;;;"n  pro-  migrants.  avaient  qu  a  pas  voter  pour  des  parties";;;;;111;;;;;"Ils";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3265;2;1;;4;2;1;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;13;;;;;"?Vous";;;;;1;;;;;3;;;;;"oubliez  que  la  Grèce  est  un  pays  centralisé,";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3266;2;1;;4;0;99;0;1;2;"Citoyens,  votez  mieux  les  prochaines  fois.";;;111;"Citoyens,";2;1;;2;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"Citoyens,  votez  mieux  les  prochaines  fois.";;;;;;;;;;;;111;;;;"Citoyens,";;;;2;;;;1;;;;;;;;2;;;
3267;2;1;;4;0;1;0;1;3;"renvoyez  les  migrants  en  Afrique,";;;223;"renvoyez";2;1;"les  migrants";2;5;0;;;;;;1;;;;;223;;;;;"Vous";;;;;2;;;;;1;;;;;"attendez  d'être  submergés  pour  réagir  ?";;;;;3;;;;;"en  Europe.";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;"renvoyez  les  migrants  en  Afrique,";;;;;;;;;;;;223;;;;"renvoyez";;;;2;;;;1;;;;"les  migrants";;;;2;;;
3268;2;1;;4;0;7;0;0;;;;;;;;;;;7;0;;;;;;1;1;;;;215;5;;;;"les  LREM";"associations  d’aide  aux  migrants.";;;;2;2;;;;1;2;;;;"de  navires  gardes-côtes  achetés  par  la  Libye";"ont  annulé  la  livraison  sous  le  feu  des  associations";;;;99;99;;;;;;;;;0;0;;;;0;0;;;;1;;;;225;;;;"Royaume  Uni";;;;1;;;;3;;;;"l’UE.  est  vraiment  parti  au  bon  moment  de";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3269;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;1;;;;;;;;;;2;;;;;7;;;;;"C’est  donc  grec  !  aux  populations  autochtones  de  fuir  sur  le  continent";;;;;111;;;;;"populations  autochtones";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3270;2;1;;4;1;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;5;;;;;"ONG";;;;;2;;;;;2;;;;;"ne  sont  plus  grecques  mais  vendues  aux  ONG  qui  se  frottent  les  mains.  leurs  iles";;;;;111;;;;;"les  autochtones";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3271;2;1;;4;1;99;0;1;2;"La  solution,  c'est  l'indépendance";;;111;"populations  les";2;99;"décider  de  leur  sort";2;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"La  solution,  c'est  l'indépendance";;;;;;;;;;;;111;;;;"populations  les";;;;2;;;;99;;;;"décider  de  leur  sort";;;;2;;;
