id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
3606;"Vor 16 Jahren gab es noch Anzeichen von Vernunft in der Fl<U+FFFD>chtlingspolitik: ""ASYLPOLITIK: Schily f<U+FFFD>r Fl<U+FFFD>chtlingslager in Afrika Es m<U+FFFD>sse eine L<U+FFFD>sung gefunden werden, Fl<U+FFFD>chtlinge aus Seenot zu retten, ohne dabei anderen Anreize f<U+FFFD>r die <U+FFFD>berfahrt zu geben. Aufnahmelager in Nordafrika - wie von Gro<U+FFFD>britannien vorgeschlagen - k<U+FFFD>nnten eine L<U+FFFD>sung sein. In den Lagern m<U+FFFD><U+FFFD>ten Asylbewerber mit Ziel Europa bis zur Entscheidung <U+FFFD>ber ihre Antr<U+FFFD>ge warten."" https://m.faz.net/aktuell/po<U+FFFD> Wer heute so etwas vorschl<U+FFFD>gt, dem droht in den Altparteien das Parteiausschlussverfahren und wird ansonsten als Rassist, Faschist, Nazi usw. verdammt. ";user_35;;r11_article_2;r11_comment_32;r11_comment_47;zeit;2;reply;3;630;88;17;15
3607;Stimmt, das können wir nicht. Armut, Hunger, Kriege und Vertreibung wird es immer geben. Aber die westlichen Staaten mit all ihrem selbst auferlegtem heuchlerischen Wertekodex haben genug Möglichkeiten in der Hand Leid und Elend dort zu mindern, wo es am schlimmsten wütet !. Tun wir das nicht und überlassen diese Aufgaben nur wenigen Ländern, dann wird nichts und niemand weitere und noch größere Flüchtlingsströme aufhalten können !. Wir haben nur diesen einen Planeten für alle Menschen. Also sind wir auch gezwungen uns gegenseitig zu helfen wo auch immer es möglich ist. Wir leben nicht mehr wie vor 100 Jahren, wo sich selbst jeder der nächste war. Dazu sind wir schon rein wirtschaftlich zu sehr miteinander vernetzt und voneinander abhängig. Weiterhin. Man kann kleinen und wirtschaftlich schwachen Staaten, wie Griechenland nicht die ganze Last aufbürden. Während man in Zentraleuropa das Ende der Aufnahmekapazität schon bei einigen wenigen 1000 pro Staat sieht. ;user_16;;r11_article_2;r11_comment_33;r11_comment_48;zeit;2;reply;3;974;150;17;16
3608;Inwiefern haben eigentlich auch die betroffenen Staaten eine Mitwirkungspflicht? Oder sollen wir alles für Alle regeln? ;user_33;;r11_article_2;r11_comment_48;r11_comment_49;zeit;2;reply;3;120;16;17;17
3609;""" Wir leben nicht mehr wie vor 100 Jahren, wo sich selbst jeder der nächste war."" Die Herkunftsstaaten der Migranten machen keine Anstalten ihre Gesellschaften zu modernisieren. Religiöse Intoleranz, Korruption, fehlende Emanzipation, Rückständigkeit, fehlende Bildung usw. Die Lösung für diese Probleme ist sicher nicht junge islamische Männer zu Millionen hier im Lande aufzunehmen. ";user_36;;r11_article_2;r11_comment_48;r11_comment_50;zeit;2;reply;3;385;53;17;18
3610;Das ist ja das paradoxe: Die wirklich Armen können sich Migration nicht leisten. Heißt mit steigendem Wohlstand steigt die Zahl der Menschen, die auswandern erst mal an. ;user_37;;r11_article_2;r11_comment_32;r11_comment_51;zeit;2;reply;3;170;27;17;19
3611;Was meinen Sie, warum das immer wieder gefordert wurde, aber niemals umgesetzt? Nicht etwa, weil es schlicht unrealistisch ist? Was Leute wie Sie offensichtlich nicht daran hindert, den immer gleichen Blödsinn immer wieder aufs Neue zu feiern, weil angeblich Tabubruch uswusf. Langweilig und dumm. ;user_38;;r11_article_2;r11_comment_47;r11_comment_52;zeit;2;reply;3;298;44;17;20
3612;Und wie wollen Sie die Denkweise ändern, die dieses Leid und Elend verursacht haben? Die Menschen werden sich schön dafür bedanken, wenn Sie ihre Religion bedeutungslos machen und die sozialen Strukturen verändern wollen. Wer lässt sich schon gerne von anderen vorschreiben, wie er zu leben hat? ;user_31;;r11_article_2;r11_comment_48;r11_comment_53;zeit;2;reply;3;296;46;17;21
3613;"@#1.7: Die Erfahrungen derer, die mit Mikro- und Kleinstkrediten an Unternehmerinnen und Unternehmer gesammelt wurden, sind nutzbar. Wir reden hierbei von KREDITEN. Also Darlehen, die zurückzuzahlen sind! Und in einer Höhe von 10 - 1000, die -je nach Unternehmens- oder Betriebsform und Ausrichtung, für Investitionen oder den Ausbau existierender Unternehmen und Betriebe -nach Darlehnszweck und Vertragsinhalt- genutzt werden. Das klingt für einige Zeitgenossen nach ""fast nix"", und wenn man sieht, was daheim in der Bundesrepublik für manch Verbrauch und Konsum, Mieten, Versicherungen, oder einfach nur ""Spaßhaben"", so rausgehauen wird. Für Unternehmerinnen und Unternehmer in Ostafrika, Südostasien, war aber dieser Kredit der Anfang eines business, mit Hilfe dessen nun die Familie, Großfamilie, Dorf, deutlich besser über die Runden kommen. Aus dem Kauf von fünf Hühnern und einem Deck Hahn, wurden Hühnerfarmen, aus einem ein Saatgutzüchter für gefragte Gewürzpflanzen, aus dem Erwerb von Gebrauchtmaschinen, einfache Betriebe zur Herstellung von Bekleidung (in einem Fall sogar ein überlokales Modelabel), Schuhen, Industrie-Vorprodukte, etc.. Aus einer Gruppe von Damen, die null Ahnung von Technik hatten, entstand ein veritables, mittelständisches Kooperativen-Solaranlagenunternehmen. Es braucht einen business Plan, einen direkten Vertrag mit dem oder den Unternehmer_n als Kreditnehmern, und bisweilen Hilfestellungen. ";user_25;;r11_article_2;r11_comment_39;r11_comment_54;zeit;2;reply;3;1435;192;17;22
3614;Unrealistisch ist es nicht. Es ist nicht gewollt. Die EU hat nun wahrlich genug Möglichkeiten auf die Partnerländer in Nordafrika einzuwirken. Aber man will es offensichtlich nicht. Solange man Politiker wie Asselborn seine moralische Keule schwingen lässt wird sich daran auch nichts ändern. ;user_32;;r11_article_2;r11_comment_52;r11_comment_55;zeit;2;reply;3;293;43;17;23
3615;Nun Waffenhandel stellt kein Problem an sich da. Ich gebe mal ein Kleinstbeispiel das man ebenso im Großen anwenden kann. Sie sind grundlegend friedlich. Sie wissen oder ahnen aber zumindest durch Ton und Umgang ihres Nachbarn das dieser potenziell gefährlich ist. Sie wissen auch der ist bewaffnet. Nun haben sie selbst ganz legal die Chance eine Waffe zu kaufen. Sie tun dies nun auch. Dann eines schönen Tages läuft ihr Nachbar Amok und schießt wild um sich. Als er so in ihr Haus kommt. Und dort ihrer Familie nun mit dem Tod droht indem er auf sie schiesst. Kommt es das sie ihn Kit ihrer Waffe erschiessen. Nun hat die Waffe sie gerettet vor einer anderen Waffentragenden Person. Da mag man nun sagen. Aber hätte der Händler nun weder ihm noch mir eine Waffe verkauft würden noch alle leben. Vollkommen klarer und logischer Gedanke. Aber sind wir mal ehrlich. Hätte ihr Nachbar die Waffe nicht und sie ihre auch nicht. Glauben Sie das ihr Nachbar deshalb im Tötungsdrang gemindert wäre? Das er sie dann nicht mit einem Selbstbau oder einen Werkzeug wie man sue so oft zuhause hat, nicht auch verwirklichen könnte? Nein den Händler kann man nicht dafür zur Rechenschaft ziehen. Nur den der entscheidet damit auszuziehen und loszuschlagen. Den andererseits müsste man ja auch den einzelnen Autohändler für jeden mit der Marke im Verkehr umgekommenen verdammen. Oder den Küchenmesserhersteller wenn damit mal wieder wer zuspricht. Ja der Händler sollte abwägen an wen er verkauft da.... ;user_39;;r11_article_2;r11_comment_32;r11_comment_56;zeit;2;reply;3;1490;247;17;24
3616;"""Aber die westlichen Staaten mit all ihrem selbst auferlegtem heuchlerischen Wertekodex haben genug Möglichkeiten in der Hand Leid und Elend dort zu mindern, wo es am schlimmsten wütet !"" Das Problem ist doch, dass viele Flüchtlinge aus Staaten kommen, die eigentlich als reich zu gelten haben. Sie sind reich an Bodenschätzen. Aber dort herrscht Korruption und einige wenige Clans (ich nenne das jetzt mal so) schöpfen alle Reichtümer ab. Der von Ihnen kritisierte Westen verschieb bereits seit Jahren Milliarden an Hilfsgütern in diese Länder. Aber wenn sich dort grundsätzlich nichts ändert, helfen diese genau gar nichts. Ich frage mich auch, warum der Westen immer für das Wohl und Wehe dieser Staaten verantwortlich gemacht wird. Sie sind doch eigenständig. Sie können selbst entscheiden. Man redete dieser Tage viel über den ""mündigen Bürger"", spricht damit aber eben den Menschen dort die Mündigkeit ab. Vielleicht würden sich Dinge ändern, wenn man komplett alle Einmischungen und alle Hilfen einstellen würde? Ich frage mich das nicht aus Zynismus. Aber die letzten Jahrzehnte haben genau nichts geholfen. Oder wollen Sie mit Soldaten dort einmarschieren? Das würde ich definitiv ablehnen. ";user_40;;r11_article_2;r11_comment_48;r11_comment_57;zeit;2;reply;3;1200;183;17;25
3617;(Teil 2) Da stimme ich ihnen zu. Aber mehr? Und erstmal sollten jene Staaten sich selbst ihrer Fehler bewusst sein statt das immer die Europäer nur ihre Fehler bekennen sollen. Das Entwicklungshilfe als EU seid längeren kontraproduktiv ist sieht man zu oft. Der Chinesische weg mag nicht der sauberste Sein aber er hinterlässt in den Regionen durchaus nutzbare Infrastruktur statt vor allen Geld zu werfen. Da sollte man auch als EU überlegen. Ob man nicht lieber Verträge Nacht und direkt das benötigte von den Hilfsgekdern dorthin baut statt sie auszuzahlen. Hinzu kommt ja wir sind eine Festung gegen äußere Armut um die Innere schon bestehende nicht noch wachsen zu lassen. Nicht etwa weil man den anderen nichts besseres gönnt. ;user_39;;r11_article_2;r11_comment_32;r11_comment_58;zeit;2;reply;3;733;119;17;26
3618;Warum sorgen die betreffenden Staatslenker denn nicht selbst für ihre Bürger*innen? Das sind doch keine Kleinkinder, denen man alles abnehmen muss. Wir sind doch keine Kolonialmacht die überall in der Kultur und auf dem Terrain fremder Länder herumzupfuschen hat. ;user_41;;r11_article_2;r11_comment_32;r11_comment_59;zeit;2;reply;3;264;39;17;27
3619;Sind Sie sicher, dass sich nicht mehr jeder selbst der Nächste ist? Ich gebe zu, dass ich nicht gewillt bin, meinen bescheidenen Wohlstand für Massenmigration aufs Spiel zu setzen. Ich kann gut darauf verzichten, dass unsere Sozialsysteme in die Knie gehen. Und das werden sie, je mehr wir aufnehmen, desto mehr strömen nach. Es hört nie auf. ;user_42;;r11_article_2;r11_comment_48;r11_comment_60;zeit;2;reply;3;343;57;17;28
3620;"""Wenn Sie den Menschen helfen wollen: niemand hält Sie davon ab einen Teil ihres Einkommens an Hilfsprojekte in den Herkunftsländern zu spenden!"" Ach- und ich dachte schon jetzt kommt wieder dieses Bürgschaftsgeblubber. Schaut man sich die meisten Kommentare hier an, ist man (ich) geneigt zu fragen, wie haben sich die Kommentatoren über die Jahre gebildet? Immer wieder der gleiche Quark- Schuld sind die Flüchtenden selbst und natürlich die Korruption deren Staatenlenker, Geld versickert in dunkle Kanäle ecpp. In den 60er Jahren konnte sich Afrika fast vollständig selbst ernähren, heute wird fast 80% der Lebensmittel importiert. Fragt sich Niemand hier woran das liegt? Weiß wirklich Niemand warum der Kleinbauer in Afrika pleite gehen MUSS? Wurde doch schon lang und breit hier erklärt, vergisst man aber immer wieder gerne. Keiner spricht hier von Bürgschaften der Bundesregierung für deutsche Unternehmen die sich in Afrika ""engagieren wollen"", im übrigen ca 1 Mrd.. Das schichtet man einfach um, wird teilweise aus der Afrikahilfe entwendet. Was wird mit der Kohle gemacht? Erst mal Landraub der Kleinbauern unter Vorwand von Beschäftigung- ca 50/ Monat. Und was wird zum Großteil angebaut? Soja als Viehfutter oder zur Streckung von Milchpulver (welches ja auch den afrikanischen Markt überschwemmt). Und dann noch zur Korruption: für jeder Dollar, der für die Entwicklungshilfe investiert wird, gehen 10 Dollar wieder zurück an internationale Großbanken/- und Konzerne. ";user_43;;r11_article_2;r11_comment_36;r11_comment_61;zeit;2;reply;3;1484;222;17;29
3621;Obwohl wir es besser wissen sollten! Jenseits aller begrüßenswerten humanistischen Denkmodelle sollten Sie wissen, dass die Realität eine andere ist und immer sein wird. Solange es Menschen geben wird, werden Teile davon auch von anderen Menschen ausgebeutet und unterdrückt. Und da die Menschen sich rasant vermehren, wird dieser Anteil auch stark steigen. Das ist Fakt und nicht diskutierbar. ;user_44;;r11_article_2;r11_comment_32;r11_comment_62;zeit;2;reply;3;395;58;17;30
3622;"Wer soll das denn auf Dauer noch bezahlen KÖNNEN? Gerade jetzt in der Corona Krise zeigt sich doch wie ""reich"" Deutschland ist. Gar nicht! Zumindest nicht der durchschnittliche Steuerzahler. Wenn SIE so vermögend sind, dann schenken Sie ruhig Ihre komplette Geldbörse und leben dann bescheiden, aber erwarten Sie das nicht von Bürgern, die steuerlich schon lange gemolken werden wie kaum ein anderes Land in der EU und mit ihren Verdiensten gerade so klar kommen. ";user_45;;r11_article_2;r11_comment_32;r11_comment_63;zeit;2;reply;3;464;74;17;31
3623;Offene Grenzen für Jedermann, der sie übertreten will, sind in keiner Weise mit der Existenz eines Sozialstaates kompatibel. Das gilt dann für alle. Jeder muss irgendwie für sich selbst sorgen. Wenn es DAS ist, was die Befürworter offener Grenzen anstreben, muss das natürlich diskutiert werden. Ich selbst bin sehr froh, dass wir den Sozialstaat haben (selbst wenn ich glücklicherweise noch nie Leistungen von einem der zuständigen Ämter erhalten habe). Er sorgt für den sozialen Frieden und federt soziale Ungerechtigkeiten ein wenig ab. ;user_46;;r11_article_2;r11_comment_32;r11_comment_64;zeit;2;reply;3;540;82;17;32
3624;"Warum machen wir es den imer schlimmer für die 3. Welt. Erst rsuben wir eine ganzen Kontinemt aus und später ist die Armut ""Kultur Bedingt"" Die Gybrus ist von Menschenrechten zu faseln jeden Jrirg zu unterstützen und wenn einen die Problem dann einholem die Tür zu zu machen. Klar findet die Mehrheit das richtig aber die Mehrheit fandves auch richtig lebensraum im osten zu erobern. Entweder wir verzichten auf unsere Werte und nutzen sie auch nicht um andere Nationen zu sanktionieren und waffen an Rebellen zu vetreilen oder wir setzen uns für eine Welt ein in der Menschen nicht um jeden Preis Richtung Reichtum fliehen. ";user_23;;r11_article_2;r11_comment_33;r11_comment_65;zeit;2;reply;3;625;105;17;33
3625;"Ich hab auch nicht gesagt man soll sie alleAufnehmen. Am besten wäre es das Asylsystem wieder herzustellen um wirklich politisch verfolgten zu helfen. Die Länder in Afrika mit wirklicher Hilfeleistung zu stützen "" Infrastruktur, eigene Landwirtschaft.anstat unsere abfall Produkte Konkurrenzlos billig auf den Afrikaniscjen Markt zu schmeißen und damit jede Form von eufener Versorgung verhindern. Aber viele sind nichtfür nichts verantwortlich. Das erinnert mich an eine Geisteshaltung die ich nur aus Geschichtsbüchern kenne. ";user_23;;r11_article_2;r11_comment_34;r11_comment_66;zeit;2;reply;3;528;73;17;34
3626;Unterschreibe ich 100prozentig! ;user_47;;r11_article_2;r11_comment_57;r11_comment_67;zeit;2;reply;3;32;3;17;35
3627;"""Aber die westlichen Staaten mit all ihrem selbst auferlegtem heuchlerischen Wertekodex haben genug Möglichkeiten in der Hand Leid und Elend dort zu mindern, wo es am schlimmsten wütet !."" Die EU hatte einmal das Ziel, Dispariäten zu beseitigen und den peripheren Regionen ""unter die Arme"" zu greifen (Kohäsionsfond etc). Sie ist weitgehend gescheitert (> Polarisationstheorie). In dem Transformationsland Litauen wird die Durchschnittsrente in diesem Jahr vielleicht (!) 400  erreichen. Die Armut im ländlichen Raum, aber auch in der Marginalität der drei großen Städte erschütternd - und das in einem EU-Land, auch dank Euro! Aber lieber in die Ferne schweifen, wo das Übel liegt so nah. So viel zur Kenntnis der EU auf Bürgerebene. Der Schuss kann nur ins eigene Bein gehen... ";user_48;;r11_article_2;r11_comment_48;r11_comment_68;zeit;2;reply;3;781;122;17;36
3628;Entfernt. Bitte diskutieren Sie das Artikelthema. Danke, die Redaktion/ja ;user_49;;r11_article_2;r11_article_2;r11_comment_69;zeit;2;comment;2;74;9;16;
3629;Der Kommentar, auf den Sie Bezug nehmen, wurde bereits entfernt. ;user_33;;r11_article_2;r11_comment_69;r11_comment_70;zeit;2;reply;3;65;10;16;1
3630;"""weil die T<U+FFFD>rkei mit ihrer einseitigen Grenz<U+FFFD>ffnung ihren langj<U+FFFD>hrigen Fl<U+FFFD>chtlingspakt mit der EU praktisch aufgek<U+FFFD>ndigt hat"" Wenn die Staaten Westeuropas es nicht schaffen, die Fl<U+FFFD>chtlingskrise und den permanenten Einwanderungsdruck vor allem aus dem islamischen Kulturkreis in Asien und Afrika in den Griff zu bekommen, n<U+FFFD>tzt das nur den rechten Parteien. ""Rettungsschiffe"" auf dem Mittelmeer und eine in der islamischen (Zuwanderungs-)Welt wie eine Heilige verehrte deutsche Kanzlerin setzen dabei fatale Fehlanreize. Die USA und Australien machen es vor, wie man die Kontrolle <U+FFFD>ber den Schutz der Grenzen wiedererlangen kann und nicht vor der kriminellen Menschenh<U+FFFD>ndlermafia in - ideologisch vorgeschobener oder tats<U+FFFD>chlicher - Hilfslosigkeit kapituliert. ""Hillary Clinton empfiehlt Europa Begrenzung der Einwanderung Europa habe nun seinen Teil geleistet und m<U+FFFD>sse deutlich machen, nicht l<U+FFFD>nger Asyl und Hilfe zur Verf<U+FFFD>gung stellen zu k<U+FFFD>nnen. Denn wenn man mit dem Migrationsproblem nicht fertig werde, werde es das Gemeinwesen weiter in Aufruhr versetzen. Die Migration habe die W<U+FFFD>hlerinnen und W<U+FFFD>hler w<U+FFFD>tend gemacht und habe zur Wahl von Donald Trump gef<U+FFFD>hrt. Die Debatte um die Zuwanderungspolitik hat laut Clinton zu einem gro<U+FFFD>en Teil auch zur Entscheidung f<U+FFFD>r den Brexit beigetragen."" https://www.zeit.de/politik/<U+FFFD> ";user_29;;r11_article_2;r11_article_2;r11_comment_71;zeit;2;comment;2;1326;184;15;
3631;Man kann von Hilary Clinton halten was man will, aber mit der Analyse hat sie 100% recht. Mit Corona und dem damit verbundenen wirtschaftlichen Niedergang wird das ganze noch einmal verschärft. + 2 Weitere Antworten anzeigen ;user_24;;r11_article_2;r11_comment_71;r11_comment_72;zeit;2;reply;3;225;36;15;1
3632;Hillary ist selbst an dem Drama maßgeblich mitverantwortlich! Die Zerstörung des Staates Libyen und anheizen des bewaffneten Aufstandes in Syrien. Also soll die Frau mal den Ball ganz flach halten ;user_50;;r11_article_2;r11_comment_72;r11_comment_73;zeit;2;reply;3;197;30;15;2
3633;Die gute Hillary ist Teil des Problems. Oder haben Sie Libyen schon vergessen. Sie ist mit daran Schuld, dass die gesamte Region massivst destabilisiert wurde. ;user_42;;r11_article_2;r11_comment_71;r11_comment_74;zeit;2;reply;3;160;25;15;3
3634;Die Abwehr der Migranten wird ein Test für die EU werden. Gelingt es uns die Kontrolle über die Migration wieder zu erlangen hat die EU eine Zukunft. Nochmal einen Durchbruch wie 2015 wird weitere Länder in den Exit treiben und Deutschland weiter in die Extreme treiben, das kann niemand wollen. Es wird immer davon gesprochen dass Deutschland bunter wird, im Endeffekt wird es aber nur islamischer. Das ist nicht aber nicht das was ich mir unter Multikulti vorstelle. Meine persönliche Akzeptanz der Masseneinwanderung ist nicht mehr gegeben. Ich will das australische Modell der Abwehr und Abschreckung. Mir reicht es. Eine Alternative wäre dass deutsche Bürger persönlich für einen jungen Mann haften und bezahlen und nur so viele kommen dürfen wie es Bürgen gibt. Dann können die unermüdlichen Befürworter der Masseneinwanderung zeigen wie wichtig ihnen das Thema ist oder ob sie sich nur moralisch produzieren möchten. ;user_36;;r11_article_2;r11_article_2;r11_comment_75;zeit;2;comment;2;924;145;14;
3635;Entfernt. Bitte verzichten Sie auf überzogene Polemik. Danke, die Redaktion/ja + 11 Weitere Antworten anzeigen ;user_51;;r11_article_2;r11_comment_75;r11_comment_76;zeit;2;reply;3;111;15;14;1
3636;"""Es wird immer davon gesprochen dass Deutschland bunter wird, im Endeffekt wird es aber nur islamischer.<U+FFFD> So ist es. Sogar ganz links muss man sich das eingestehen: ""Die Geschichte des Conne Island in den vergangenen Monaten ist die Geschichte eines linken Clubs, der auf dem H<U+FFFD>hepunkt des Fl<U+FFFD>chtlingsstroms entschied, ein offenes Haus f<U+FFFD>r alle Fremden sein zu wollen <U+FFFD> Der aber im Lauf der Monate realisiert hat: Mit den Fl<U+FFFD>chtlingen, die zu uns feiern kommen <U+FFFD> mit ihnen kommen auch die Probleme. Es geht letztlich um die Frage, ob die Willkommenskultur, wie sie das Conne Island seit Beginn der Fl<U+FFFD>chtlingskrise zelebriert hat, naiv war. So leicht, wie man sich das vorgestellt hatte mit der Integration, ist es nicht."" https://www.zeit.de/2016/47/<U+FFFD> ";user_35;;r11_article_2;r11_comment_75;r11_comment_77;zeit;2;reply;3;753;119;14;2
3637;2015. Was war eigentlich passiert? Ach stimmt: - der Krieg in Syrien ging in sein 4. Jahr und eine halbe Million Menschen wurden bereits getötet - im Irak formierte sich langsam der IS, der Gräueltaten nochmal etwas draufsetzte - in Afghanistan kämpften weiter die Taliban gegen die Regierung und nahmen gerne zivile Opfer in Kauf - insgesamt waren viele Millionen auf der Flucht, die meisten innerhalb ihrer Länder zu Verwandten, die nächst größere Gruppe in Nachbarländer, wie zum Beispiel den Libanon, der unter der Last fast zusammenbricht - in Afrika wütete der Ebola-Virus und Libyen war ein Bürgerkriegsland, in dem Warlords um die Macht rangen - in Äthiopien/Eritrea wurden Menschen verfolgt, weil sie der falschen Volksgruppe angehörten Ich würde mir auch wünschen, dass sich 2015 nicht mehr wiederholen würde, aber der Punkt ist der: - noch immer herrscht Krieg in Syrien, hunderttausende Wohnungen sind ein Trümmerfeld (keine Ahnung ob Sie die Videos aus den zerbombten Wohngebieten kennen, aber da ist einfach nichts mehr) und nur ein Bruchteil der Leidtragenden klopfte an europäische Türen - noch immer terrorisieren die Taliban Afghanistan und haben mittlerweile sogar ziemlich Erfolg damit - zwischenzeitlich gab es eine Dürre in Ostafrika, die eine Hungerkatastrophe mit vielen tausend Toten nach sich zog und es besteht das Risiko, dass sich dies nicht bessert - noch immer ist Libyen nicht stabil - noch immer sitzen Foristen hier vor ihrem Monitor, in Sicherheit, Wärme, Wohlsta ;user_52;;r11_article_2;r11_comment_75;r11_comment_78;zeit;2;reply;3;1499;235;14;3
3638;und schreiben ihren ... Deutschland wird islamischer? Was verstehen Sie darunter? Ja, eine multikulturelle Gesellschaft beherbergt Menschen, unterschiedlicher Religionen und Farben und unter ihnen wird es konservative und liberale Gläubige geben. Was hat das mit dem eigentlichen Thema zu tun? ;user_52;;r11_article_2;r11_comment_75;r11_comment_79;zeit;2;reply;3;294;40;14;4
3639;"Viele Gesellschaften sind komplett dysfunktional, teilweise auch durch die starke religiöse Indoktrinierung. Es gibt Dürren und Armut. Wir müssen auf jeden Fall helfen und das tun wir auch. Aber keinesfalls durch Masseneinwanderung. Da bin ich strikt dagegen. Ich will dass Deutschland seinen kulturellen Charakter behält und denke wir haben auch das Recht dazu. Die Tatsache dass ich im ""Warmen"" vor dem Computer sitze ändert daran nichts. Wohlstand ist in Deutschland nicht so weit verbreitet wie sie hier vormachen. Unsere Eltern konnten sich noch ein Eigenheim leisten wenn sie fleißig waren. Ich kann das nicht mehr. ";user_36;;r11_article_2;r11_comment_78;r11_comment_80;zeit;2;reply;3;622;95;14;5
3640;"""Was hat das mit dem eigentlichen Thema zu tun?"" Wo haben sie die Jahre nach 2015 verbracht? Deutschland sicher nicht. ";user_36;;r11_article_2;r11_comment_79;r11_comment_81;zeit;2;reply;3;119;20;14;6
3641;"Wenn ich die Sonnenallee beginnend ab Hermannsplatz runtergehe, sehe ich vor allem monokulti, vergleichbar mit Dörfern im Elbsandsteingebirge; nur dass anstatt sächsisch halt arabisch in den Friseurläden gesprochen wird. Vll meint der Mitforist ja genau das. ";user_24;;r11_article_2;r11_comment_79;r11_comment_82;zeit;2;reply;3;259;36;14;7
3642;Entfernt. Bitte wahren Sie einen sachlichen Ton. Danke, die Redaktion/ja ;user_53;;r11_article_2;r11_comment_79;r11_comment_83;zeit;2;reply;3;73;10;14;8
3643;"""2015. Was war eigentlich passiert? Ach stimmt:"" Eigentlich ist die Frage: 2014, was ist eigentlich passiert? Die UN hat die Gelder für die Hilfsorganisationen gekürzt, welche die Flüchtlingslager im Nahen Osten und in Afrika betrieben haben. Dadurch konnten die Leute in diesen Lagern nicht mehr ausreichend versorgt werden, und machten sich auf dahin, wo sie versorgt werden konnten. ";user_54;;r11_article_2;r11_comment_78;r11_comment_84;zeit;2;reply;3;386;58;14;9
3644;>>Deutschland wird islamischer? Was verstehen Sie darunter?<< Das der Anteil der Muslime in Deutschland steigt und damit auch die Auswirkungen auf die Kultur und die Gesellschaft. Dass dies bereits der Fall ist, l<U+FFFD>sst sich leicht an den Kulturdiskussionen der letzten Jahre nachvollziehen (Kopftuch, islamische Feiertage, Schweinefleisch,...). Niemand h<U+FFFD>tte vor 10 Jahren dem Ramadan eine besondere Bedeutung in Deutschland zugewiesen, heute ist die Anteilnahme der Politik daran fast gr<U+FFFD><U+FFFD>er als am Osterfest & Weihnachten. -- Lustiger Weise wird bei dieser Diskussion dann gerne auf den Gesamtanteil der Muslime in Deutschland verwiesen, der grob bei 5 - 6 % liegt. Das ist aber eine falsche Betrachtungsweise, betrachtet werden muss der Anteil der Muslime in der Bev<U+FFFD>lkerung unter 50, vielleicht unter 60. Denn das sind die Personen, die das <U+FFFD>ffentliche Leben aber auch die Kultur der n<U+FFFD>chsten 20 - 30 Jahre pr<U+FFFD>gen werden. Und dort sieht dies schon ganz anders aus: Deutschland hat in der Alterskohorte von 20 - 40 ca. 20 Millionen Einwohner (darunter mind. 5 % Muslime), seit 2015 sind in diese Alterskorote ca. 2 Millionen Muslime, d.h. weitere 10%, zugewandert. Daraus folgt ganz banal, das dies massive Einfl<U+FFFD>sse auf die Entwicklung unserer Kultur haben wird. Und ich sehe die kulturellen Einfl<U+FFFD>sse aus dem Islam nicht positiv - wie auch div. Studien aufzeigen (z.B. https://www.integrationsfond<U+FFFD> ;user_55;;r11_article_2;r11_comment_79;r11_comment_85;zeit;2;reply;3;1403;214;14;10
3645;"""Wenn ich die Sonnenallee beginnend ab Hermannsplatz runtergehe"" Wenn ich die Oststraße ab Hohenzollernstraße runtergehe, sehe ich auch Monokultur, da spricht man anstatt westfälisch japanisch, und das schon seit mehr als 30 Jahren. Stört sich keiner dran, im Gegenteil, gilt als totaler Geheimtipp in Sachen Urlaub. Das alleine scheint also kein Problem zu sein ";user_54;;r11_article_2;r11_comment_82;r11_comment_86;zeit;2;reply;3;363;54;14;11
3646;kann man nur zu 110% zustimmen. ;user_56;;r11_article_2;r11_comment_75;r11_comment_87;zeit;2;reply;3;32;6;14;12
3647;Erdogan benutzt Migranten als Waffe. Das darf Europa nicht zulassen. Jetzt muss die EU sich solidarisch mit Griechenland zeigen und das Land mit Personal, Geld und Waffen unterstützen. Der Türkei müssen alle Mittel gestrichen werden, alle Verhandlungen soweit es diese noch gibt müssen auf Eis gelegt werden und die Waffenverkäufe müssen sofort gestoppt werden. Bis Erdogan zur Vernunft kommt. ;user_32;;r11_article_2;r11_article_2;r11_comment_88;zeit;2;comment;2;394;59;13;
3648;"um hässliche Bilder zu vermeiden, sollte die EU jetzt schon einmal Pläne machen. Es kann nicht sein, dass die Länder mit ""Außengrenzen"" den ganzen Migrationsdruck stemmen müssen. Es sollten doch jetzt genügend Kreuzfahrtschiffe zur Verfügung stehen, um den Asylersuchenden bis zur Entscheidung Obdach zu gewähren - und - nach erfolgter Entscheidung entweder ein sicheres Plätzchen zuzuweisen oder die Heimfahrt zu erleichtern ";user_51;;r11_article_2;r11_article_2;r11_comment_89;zeit;2;comment;2;426;61;12;
3649;Gern, wenn die Zeit bis zur Entscheidung schnell geht. Ich denke manchmal, der Asylsuchende sollte eine Bringepflicht haben bei dem Nachweis seiner Herkunft und des Asylgrundes. Wenn das nach einer Frist nicht geklärt ist -Ablehnung. Klar, Aufschub wird es geben, wenn die Kapazitäten in den Behörden fehlen. Aber sobald z.B. der Fall aktiv bearbeitet wird tickt die Uhr. ;user_57;;r11_article_2;r11_comment_89;r11_comment_90;zeit;2;reply;3;372;58;12;1
